,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,D01,D02,D03,D04,D05,D06
GS16,1020,497,16385,16718,16341,18976,16432,16237,18577,18389,17118,19209,15461,14470,15740,16918,16939,16116,14670,13323
GS16,1020,498,17010,17248,16844,19605,16997,16777,18958,18763,17517,19706,15946,14985,16141,17303,17388,16622,15154,13833
GS16,1020,499,17927,18269,17831,20692,18052,17788,19836,19629,18348,20648,16734,15836,16845,18075,18176,17313,15909,14628
GS16,1020,500,18725,19068,18614,21580,18747,18566,20382,20228,18931,21361,17421,16424,17358,18520,18724,17935,16499,15248
GS16,1020,501,19531,19942,19455,22600,19636,19469,21171,20927,19645,22166,18153,17223,17923,19183,19428,18666,17156,16018
GS16,1020,502,20688,21107,20616,23883,20814,20575,22074,21919,20534,23329,19162,18263,18756,20149,20343,19612,18182,17018
GS16,1020,503,22072,22484,22046,25550,22223,22039,23159,22984,21696,24640,20301,19434,19769,21182,21470,20806,19338,18236
GS16,1020,504,23435,23889,23389,27178,23568,23382,24313,24118,22794,25960,21515,20686,20624,22193,22621,21959,20462,19374
GS16,1020,505,24700,25217,24562,28575,24888,24621,25285,25132,23770,27181,22598,21880,21520,23181,23586,22972,21505,20563
GS16,1020,506,26261,26888,26326,30488,26611,26288,26716,26536,25152,28855,24052,23317,22768,24480,24976,24438,22961,22012
GS16,1020,507,27890,28644,27987,32435,28236,27946,28080,27817,26484,30441,25511,24816,23853,25718,26352,25776,24365,23482
GS16,1020,508,29555,30242,29642,34310,29884,29598,29419,29190,27970,32210,26933,26357,25049,27028,27666,27340,25760,25020
GS16,1020,509,31367,32035,31385,36473,31694,31406,30890,30833,29443,33945,28590,28125,26364,28444,29274,28950,27294,26766
GS16,1020,510,32755,33651,32808,38121,33249,32812,32227,32009,30716,35574,29956,29497,27424,29677,30565,30268,28661,28200
GS16,1020,511,34255,35084,34498,39947,34752,34427,33359,33368,32001,37081,31389,30998,28374,30831,31787,31598,30113,29732
GS16,1020,512,35727,36700,35972,41663,36237,35824,34694,34600,33190,38787,32787,32408,29629,32029,33223,33121,31477,31189
GS16,1020,513,37039,38041,37197,43251,37560,37137,35772,35643,34424,40130,33988,33737,30545,33079,34393,34226,32686,32488
GS16,1020,514,37855,38771,38037,44078,38408,37996,36539,36434,35115,41070,34816,34529,31113,33826,35130,35119,33513,33421
GS16,1020,515,38532,39476,38648,44948,38999,38753,36984,36931,35690,41802,35550,35267,31508,34329,35610,35623,34162,34036
GS16,1020,516,38930,40012,39173,45423,39483,39067,37365,37462,36145,42340,36047,35785,31950,34756,36142,36331,34792,34646
GS16,1020,517,39017,40110,39176,45596,39558,39112,37385,37301,36179,42531,36130,36069,31963,34804,36243,36420,34916,34964
GS16,1020,518,39002,40067,39116,45530,39573,39100,37311,37423,36220,42575,36230,36115,31930,34769,36233,36415,35015,35028
GS16,1020,519,38162,39224,38444,44682,38851,38424,36539,36648,35437,41928,35472,35479,31265,34102,35588,35767,34279,34465
GS16,1020,520,37726,38841,37906,44016,38261,37948,36066,36289,35107,41470,35281,35218,30974,33808,35246,35592,34053,34216
GS16,1020,521,36725,37766,36915,42881,37242,36988,35285,35350,34192,40325,34281,34247,30168,33001,34371,34589,33158,33374
GS16,1020,522,35142,35941,35309,41052,35615,35280,33702,33889,32789,38759,32987,32771,28854,31610,32973,33109,31820,31939
GS16,1020,523,33911,34732,34066,39715,34421,34089,32632,32780,31714,37522,31884,31670,27983,30571,31946,32055,30793,30817
GS16,1020,524,32430,33183,32456,37746,32846,32431,31110,31241,30320,35675,30340,30181,26714,29257,30470,30672,29319,29468
GS16,1020,525,31149,31847,31208,36297,31536,31149,30045,30014,29120,34342,29220,29029,25645,28043,29276,29439,28219,28356
GS16,1020,526,29620,30449,29605,34527,30122,29674,28622,28773,27783,32827,27857,27778,24425,26798,28010,28143,26876,26987
GS16,1020,527,28086,28838,28141,32707,28410,28074,27068,27223,26353,31130,26381,26250,23227,25404,26468,26697,25469,25480
GS16,1020,528,26872,27505,26829,31305,27209,26814,25967,26085,25248,29717,25246,25057,22252,24255,25401,25560,24435,24376
GS16,1020,529,25850,26543,25966,30149,26138,25887,25045,25114,24319,28603,24278,24143,21417,23513,24495,24498,23412,23445
GS16,1020,530,25221,25853,25254,29400,25483,25228,24454,24542,23759,27902,23679,23512,20935,22785,23729,23885,22788,22766
GS16,1020,531,24125,24754,24167,28159,24387,24130,23428,23563,22658,26796,22632,22537,20096,21941,22875,22916,21941,21831
GS16,1020,532,23233,23758,23276,27032,23468,23102,22475,22582,21852,25610,21636,21491,19284,21028,21946,21980,20933,20942
GS16,1020,533,22318,22947,22359,26022,22549,22334,21757,21811,20996,24707,20915,20785,18552,20305,21124,21214,20243,20167
GS16,1020,534,21577,22123,21597,25136,21861,21596,20990,21044,20320,23914,20166,20050,18006,19639,20495,20529,19520,19516
GS16,1020,535,20877,21327,20871,24341,21064,20790,20337,20378,19681,23116,19422,19363,17419,19015,19727,19712,18874,18752
GS16,1020,536,20057,20550,20085,23425,20249,20126,19595,19607,18925,22240,18784,18582,16766,18291,19032,19011,18164,18099
GS16,1020,537,19411,19859,19395,22621,19546,19403,18895,18969,18231,21411,18105,17926,16165,17692,18362,18395,17478,17422
GS16,1020,538,18886,19366,18938,21988,19056,18897,18500,18536,17756,20868,17671,17475,15817,17276,17910,17901,17067,16942
GS16,1020,539,18215,18590,18187,21176,18371,18148,17764,17795,17108,20093,16923,16768,15194,16580,17235,17169,16393,16239
GS16,1020,540,17632,18083,17632,20594,17762,17562,17210,17194,16618,19526,16416,16226,14765,16102,16699,16648,15848,15779
GS16,1020,541,17050,17397,17014,19758,17213,16956,16658,16652,16026,18776,15880,15652,14143,15423,16026,16038,15204,15071
GS16,1020,542,16517,16867,16543,19191,16696,16498,16149,16191,15590,18247,15350,15205,13737,14958,15621,15591,14863,14717
GS16,1020,543,16265,16671,16298,18971,16460,16315,15922,15969,15331,17975,15126,15011,13640,14817,15363,15353,14617,14527
GS16,1020,544,15781,16152,15743,18389,15930,15803,15413,15422,14852,17387,14680,14477,13192,14388,14890,14862,14221,14024
GS16,1020,545,15309,15674,15261,17786,15476,15245,14923,14980,14378,16865,14202,14046,12807,13959,14477,14450,13673,13599
GS16,1020,546,14810,15158,14765,17236,14919,14782,14440,14456,13917,16310,13751,13603,12347,13456,13955,13941,13265,13141
GS16,1020,547,14331,14621,14293,16690,14474,14323,13978,13990,13433,15745,13310,13162,11959,13039,13475,13501,12812,12755
GS16,1020,548,13809,14194,13874,16092,14003,13846,13544,13476,13028,15250,12832,12748,11494,12562,13039,13039,12425,12342
GS16,1020,549,13328,13644,13375,15564,13518,13376,13009,13070,12543,14728,12415,12283,11112,12168,12612,12587,11914,11855
GS16,1020,550,12777,13130,12846,14982,12964,12807,12474,12451,12030,14153,11913,11789,10694,11638,12103,12075,11474,11421
GS16,1020,551,12375,12704,12415,14429,12526,12371,12067,12059,11642,13680,11528,11445,10316,11268,11709,11705,11126,11067
GS16,1020,552,12051,12401,12072,14112,12220,12077,11756,11754,11328,13291,11270,11113,10065,10933,11410,11347,10861,10806
GS16,1020,553,11683,11948,11656,13614,11825,11668,11366,11372,10949,12869,10838,10745,9684,10573,10996,11018,10504,10434
GS16,1020,554,11450,11772,11493,13384,11643,11495,11174,11181,10785,12640,10741,10569,9557,10404,10782,10843,10360,10266
GS16,1020,555,11192,11461,11189,13076,11290,11172,10860,10868,10522,12374,10427,10372,9308,10197,10571,10547,10088,10003
GS16,1020,556,10884,11165,10909,12700,11028,10876,10581,10611,10200,12008,10157,10059,9025,9872,10244,10313,9836,9741
GS16,1020,557,10489,10740,10503,12271,10599,10480,10225,10185,9893,11573,9793,9750,8713,9492,9887,9903,9480,9446
GS16,1020,558,10210,10478,10219,11931,10321,10202,9916,9898,9555,11236,9513,9408,8497,9247,9634,9612,9189,9192
GS16,1020,559,9933,10190,9964,11592,10059,9944,9669,9675,9288,10960,9267,9209,8268,9035,9374,9364,8951,8914
GS16,1020,560,9530,9753,9531,11110,9627,9530,9295,9271,8987,10513,8932,8821,7940,8633,9000,9049,8631,8607
GS16,1020,561,9236,9418,9218,10714,9350,9167,8927,8948,8636,10154,8569,8546,7670,8356,8715,8726,8331,8290
GS16,1020,562,8926,9131,8943,10360,9017,8949,8668,8664,8372,9862,8340,8321,7429,8071,8413,8427,8072,8072
GS16,1020,563,8488,8701,8505,9882,8561,8457,8235,8273,8004,9349,7918,7878,7065,7719,8057,8059,7702,7667
GS16,1020,564,8188,8408,8222,9568,8313,8238,8010,7974,7687,9065,7641,7624,6839,7461,7783,7782,7432,7430
GS16,1020,565,7877,8049,7891,9156,7966,7881,7668,7711,7413,8720,7348,7314,6558,7179,7486,7510,7141,7116
GS16,1020,566,7579,7704,7504,8774,7617,7546,7324,7362,7133,8322,7060,6994,6303,6872,7119,7184,6823,6784
GS16,1020,567,7247,7394,7233,8396,7290,7233,7047,7040,6805,8016,6793,6736,6052,6585,6868,6864,6581,6535
GS16,1020,568,6889,7026,6879,8001,6972,6885,6721,6717,6472,7627,6418,6386,5755,6268,6540,6546,6265,6212
GS16,1020,569,6580,6722,6538,7656,6621,6575,6395,6399,6201,7288,6156,6104,5513,6007,6232,6226,5963,5927
GS16,1020,570,6333,6495,6322,7350,6408,6303,6174,6176,5978,6961,5925,5867,5329,5787,6039,6001,5754,5729
GS16,1020,571,6054,6234,6052,7044,6114,6050,5921,5943,5720,6722,5677,5628,5067,5531,5780,5716,5492,5453
GS16,1020,572,5838,5952,5820,6781,5890,5840,5682,5706,5506,6474,5458,5438,4864,5326,5546,5559,5294,5263
GS16,1020,573,5579,5684,5568,6450,5633,5566,5431,5491,5268,6178,5234,5173,4687,5101,5333,5350,5043,5024
GS16,1020,574,5311,5457,5298,6164,5361,5321,5200,5245,5067,5889,4990,4926,4486,4847,5066,5052,4811,4737
GS16,1020,575,5115,5226,5074,5912,5141,5075,5004,4976,4839,5663,4807,4724,4295,4694,4833,4850,4612,4570
GS16,1020,576,4941,5070,4939,5738,5012,4943,4845,4875,4694,5486,4625,4561,4159,4555,4691,4706,4487,4437
GS16,1020,577,4683,4779,4677,5455,4732,4677,4598,4586,4442,5204,4372,4315,3935,4312,4455,4467,4209,4190
GS16,1020,578,4508,4587,4467,5209,4531,4473,4424,4415,4234,5008,4208,4161,3794,4113,4283,4307,4095,4026
GS16,1020,579,4211,4343,4230,4897,4285,4196,4141,4171,3991,4664,3942,3914,3566,3892,4019,4022,3813,3770
GS16,1020,580,4027,4151,4054,4718,4097,4042,3972,3985,3848,4495,3794,3711,3422,3722,3877,3861,3663,3642
GS16,1020,581,3828,3919,3850,4447,3877,3828,3780,3794,3630,4259,3587,3529,3230,3558,3653,3670,3485,3443
GS16,1020,582,3745,3820,3736,4354,3769,3708,3684,3691,3540,4157,3497,3448,3160,3430,3613,3564,3380,3340
GS16,1020,583,3568,3639,3568,4159,3614,3571,3554,3541,3382,3968,3342,3316,3047,3302,3424,3427,3248,3223
GS16,1020,584,3444,3525,3436,4003,3470,3444,3430,3417,3288,3857,3230,3194,2933,3189,3338,3291,3141,3086
GS16,1020,585,3326,3417,3312,3856,3348,3305,3305,3291,3163,3668,3117,3075,2835,3054,3176,3171,3012,2959
GS16,1020,586,3210,3292,3226,3744,3241,3226,3198,3188,3067,3592,3028,2961,2757,2980,3078,3068,2918,2867
GS16,1020,587,3089,3162,3073,3600,3134,3086,3073,3074,2959,3432,2904,2867,2643,2877,2972,2959,2804,2788
GS16,1020,588,2963,3038,3006,3444,2997,2999,2973,2947,2848,3299,2783,2740,2539,2762,2863,2847,2727,2660
GS16,1020,589,2872,2953,2894,3359,2912,2899,2847,2875,2753,3202,2713,2665,2449,2680,2786,2766,2615,2594
GS16,1020,590,2799,2860,2789,3244,2828,2798,2781,2778,2668,3083,2616,2591,2388,2598,2697,2672,2553,2506
GS16,1020,591,2726,2801,2735,3168,2765,2716,2723,2720,2614,3059,2561,2493,2317,2539,2614,2611,2480,2446
GS16,1020,592,2649,2701,2630,3069,2649,2620,2610,2639,2501,2940,2481,2415,2255,2443,2530,2527,2384,2369
GS16,1020,593,2565,2640,2589,2999,2589,2589,2561,2573,2477,2863,2429,2380,2226,2402,2474,2484,2345,2303
GS16,1020,594,2462,2517,2460,2875,2501,2476,2485,2458,2365,2748,2317,2278,2100,2291,2390,2365,2234,2236
GS16,1020,595,2397,2470,2404,2792,2426,2394,2394,2392,2284,2694,2277,2216,2064,2250,2315,2272,2156,2143
GS16,1020,596,2335,2379,2344,2703,2366,2328,2314,2343,2208,2609,2190,2160,1998,2158,2241,2241,2116,2082
GS16,1020,597,2266,2321,2268,2625,2290,2242,2262,2260,2156,2521,2104,2093,1956,2093,2187,2185,2049,2018
GS16,1020,598,2161,2218,2161,2497,2168,2170,2129,2133,2071,2380,2012,2006,1871,2016,2064,2058,1952,1930
GS16,1020,599,2071,2128,2064,2414,2099,2069,2071,2084,1973,2299,1951,1902,1761,1917,1992,1992,1879,1857
GS16,1020,600,2042,2068,2026,2337,2059,2026,2011,2022,1942,2241,1901,1864,1744,1876,1939,1927,1845,1809
