,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,D07,D08,D09,D10,D11,D12
GS32,1020,497,34929,35248,38265,36537,36128,36439,42058,40934,40169,36041,35031,34290,41945,38215,36331,31952,33731,33134
GS32,1020,498,36249,36378,39616,37900,37525,37704,43109,41901,41149,36979,36200,35493,42942,39207,37214,32794,34838,34275
GS32,1020,499,37541,37901,41170,39439,39051,39244,44328,42973,42345,38235,37295,36812,44219,40345,38380,33955,36080,35627
GS32,1020,500,38948,39414,42907,40934,40404,40861,45291,44086,43518,39280,38714,38256,45164,41306,39437,34910,37212,36915
GS32,1020,501,40590,40934,44573,42631,42111,42363,46567,45107,44729,40523,39962,39740,46241,42250,40410,35988,38458,38270
GS32,1020,502,43430,43953,47677,45488,45209,45445,48985,47591,47131,43054,42459,42448,48726,44678,42725,38154,41089,41015
GS32,1020,503,45323,45653,49602,47464,46976,47121,50241,48690,48322,44280,43956,44106,49786,45685,43847,39306,42309,42577
GS32,1020,504,47890,48314,52306,50130,49626,49815,52322,50867,50349,46352,46282,46699,51927,47501,45724,41141,44458,45066
GS32,1020,505,51187,51683,56027,53535,53008,53309,55129,53632,53259,49288,49329,49908,54654,50064,48370,43597,47482,48205
GS32,1020,506,53520,54094,58587,55982,55301,55482,56784,55211,55066,51050,51390,52306,56414,51707,50076,45242,49427,50392
GS32,1020,507,56627,57177,61836,59193,58502,58665,59273,57582,57615,53579,54180,55171,58664,53734,52237,47371,51861,53394
GS32,1020,508,59784,60202,65381,62524,61796,61864,61832,60217,60393,56373,57091,58622,61253,56253,54900,49763,54985,56585
GS32,1020,509,62667,63200,68576,65337,64800,64901,64162,62270,62656,58726,59700,61535,63507,58327,56971,52051,57519,59534
GS32,1020,510,65723,66112,71672,68424,67687,67744,66540,64639,65112,61236,62417,64631,65804,60411,59110,54211,60088,62402
GS32,1020,511,68503,69004,74854,71187,70669,70601,68734,66892,67559,63575,65163,67610,68073,62486,61221,56247,62580,65260
GS32,1020,512,70965,71537,77394,73876,73329,73172,70890,68926,69699,65780,67572,70242,70054,64413,63358,58183,65033,67980
GS32,1020,513,73153,73657,79767,75960,75392,75439,72529,70721,71597,67570,69577,72609,71952,66073,65115,59803,67108,70406
GS32,1020,514,74518,75088,81293,77627,77011,77110,73897,71942,72856,68872,71104,74437,73059,67233,66035,60929,68618,72245
GS32,1020,515,75995,76301,82857,78942,78376,78377,75036,73471,74350,70128,72681,76097,74416,68265,67344,62132,70264,73927
GS32,1020,516,76571,77012,83701,79417,78992,78930,75618,73736,74881,70728,73388,76721,74883,68754,67811,62628,70994,74760
GS32,1020,517,75859,76481,83178,78922,78688,78472,75050,73258,74360,70174,72992,76645,74428,68277,67476,62337,70727,74539
GS32,1020,518,76038,76706,83435,79021,78813,78673,75132,73438,74599,70366,73217,77039,74993,68593,67948,62612,71221,75163
GS32,1020,519,74158,74709,81358,77089,76984,76765,73376,71560,72736,68592,71511,75358,73121,66824,66274,61148,69734,73574
GS32,1020,520,73235,73862,80256,76043,75731,75837,72443,70928,71833,67742,70679,74353,72154,66116,65334,60405,68872,72811
GS32,1020,521,70693,71233,77650,73442,73232,73117,70057,68389,69814,65599,68276,72061,70005,64059,63451,58485,66740,70724
GS32,1020,522,68073,68525,74672,70497,70486,70568,67462,66039,67341,63285,65993,69507,67413,61721,61190,56408,64343,68160
GS32,1020,523,65877,66418,72328,68247,68110,68412,65660,64056,65219,61267,63798,67375,65463,59788,59258,54579,62391,66170
GS32,1020,524,62316,62824,68441,64581,64548,64552,62091,60663,61701,58058,60471,63766,62039,56745,56201,51779,59070,62598
GS32,1020,525,59793,60148,65573,61788,61938,61822,59640,58263,59340,55461,57950,61087,59546,54438,53910,49479,56755,59983
GS32,1020,526,56554,57040,62112,58572,58649,58662,56674,55365,56493,52722,55019,58041,56648,51774,51257,47135,53881,57073
GS32,1020,527,53804,54174,59077,55748,55665,55839,53842,52669,53666,50063,52184,55089,53860,49184,48713,44744,51069,54020
GS32,1020,528,51789,52256,57047,53705,53722,53885,52125,50995,51839,48391,50378,53184,52226,47466,47148,43304,49378,52103
GS32,1020,529,49931,50325,54939,51595,51670,52013,50272,49126,50022,46678,48566,51043,50401,45808,45370,41601,47511,50229
GS32,1020,530,48185,48574,53004,50038,49946,50203,48747,47544,48275,45095,46931,49395,48795,44430,43898,40310,45924,48431
GS32,1020,531,46486,46754,51089,48239,48201,48381,47037,45736,46584,43446,45274,47630,47192,42974,42396,38928,44379,46846
GS32,1020,532,44854,44990,49211,46380,46407,46532,45410,44245,44947,41793,43617,45702,45517,41435,40893,37440,42695,45097
GS32,1020,533,43180,43473,47488,44686,44769,44988,43874,42756,43410,40336,42056,44063,43887,40050,39391,36103,41196,43398
GS32,1020,534,41424,41614,45623,42741,42834,43067,42081,41021,41665,38707,40350,42223,42193,38358,37823,34612,39468,41558
GS32,1020,535,40042,40372,44110,41496,41611,41822,40888,39894,40390,37486,39007,40837,40831,37195,36641,33549,38289,40298
GS32,1020,536,39070,39439,43005,40537,40437,40713,39838,38833,39411,36482,37956,39798,40005,36417,35814,32716,37335,39212
GS32,1020,537,37321,37770,41186,38778,38747,38937,38143,37213,37699,34943,36319,38043,38361,34781,34238,31262,35675,37408
GS32,1020,538,36231,36542,39890,37591,37601,37745,37007,36048,36625,33839,35146,36850,37077,33796,33178,30436,34552,36327
GS32,1020,539,34896,35237,38468,36290,36265,36498,35803,34881,35336,32768,33832,35493,35880,32613,32033,29233,33314,35002
GS32,1020,540,34094,34260,37486,35328,35284,35535,34872,34023,34489,31903,32964,34601,34888,31773,31272,28554,32385,34063
GS32,1020,541,33605,33883,36957,34923,34812,35042,34490,33520,33897,31515,32517,34097,34480,31375,30812,28109,31943,33535
GS32,1020,542,32256,32552,35418,33499,33487,33500,33029,32248,32518,30153,31184,32679,33093,30051,29598,26955,30586,32107
GS32,1020,543,31402,31687,34542,32566,32533,32654,32085,31305,31754,29309,30354,31787,32218,29264,28766,26218,29776,31197
GS32,1020,544,30373,30690,33520,31536,31497,31698,31113,30344,30774,28492,29428,30836,31320,28343,27861,25347,28850,30231
GS32,1020,545,29615,29838,32474,30615,30603,30779,30187,29346,29888,27564,28593,29871,30280,27453,27034,24652,27942,29365
GS32,1020,546,28726,28923,31679,29764,29767,29925,29411,28607,28947,26768,27734,29052,29423,26685,26260,23987,27150,28445
GS32,1020,547,27566,27803,30380,28562,28582,28706,28173,27462,27853,25752,26685,27806,28171,25601,25184,22994,26139,27325
GS32,1020,548,26617,26805,29352,27563,27520,27790,27100,26505,26836,24807,25719,26910,27134,24717,24313,22129,25163,26407
GS32,1020,549,25861,26161,28455,26862,26873,26925,26357,25752,26010,24085,24969,26171,26387,24026,23659,21445,24448,25671
GS32,1020,550,24996,25140,27458,25842,25744,25992,25371,24790,25073,23238,24112,25214,25405,23111,22726,20684,23601,24667
GS32,1020,551,24001,24166,26370,24812,24738,24932,24368,23791,24132,22337,23132,24247,24340,22150,21907,19936,22646,23760
GS32,1020,552,23188,23410,25550,24041,24047,24178,23595,23017,23352,21653,22398,23566,23593,21458,21164,19302,21973,23026
GS32,1020,553,22562,22720,24831,23365,23356,23490,22909,22261,22605,21002,21780,22799,23002,20857,20568,18768,21316,22457
GS32,1020,554,22191,22372,24373,22966,22927,23058,22522,21894,22173,20622,21455,22462,22428,20365,20063,18371,20976,22074
GS32,1020,555,21342,21529,23511,22159,22088,22237,21613,21113,21460,19871,20651,21729,21635,19693,19447,17777,20219,21304
GS32,1020,556,20700,20933,22822,21524,21521,21654,21001,20534,20853,19333,20078,21124,20993,19142,18924,17302,19699,20748
GS32,1020,557,20093,20355,22183,20880,20878,21028,20371,19944,20223,18758,19471,20493,20452,18640,18407,16835,19138,20128
GS32,1020,558,19392,19575,21381,20091,20095,20250,19625,19142,19443,18074,18729,19716,19675,17918,17674,16159,18488,19408
GS32,1020,559,18820,19012,20765,19493,19503,19673,19055,18514,18852,17554,18267,19208,19068,17386,17218,15703,17907,18878
GS32,1020,560,17948,18123,19797,18628,18551,18727,18165,17714,18036,16749,17421,18271,18233,16599,16361,15013,17095,18068
GS32,1020,561,17229,17384,19003,17907,17906,18063,17514,17041,17345,16156,16819,17596,17518,15996,15748,14426,16460,17379
GS32,1020,562,16674,16778,18334,17281,17268,17380,16915,16509,16775,15624,16190,17003,16966,15446,15220,13950,15924,16782
GS32,1020,563,15891,16072,17469,16538,16473,16679,16137,15736,16014,14828,15439,16266,16214,14742,14594,13318,15177,16066
GS32,1020,564,15366,15581,16971,15968,15995,16113,15605,15302,15497,14397,14981,15746,15680,14268,14106,12877,14734,15605
GS32,1020,565,14718,14873,16217,15270,15351,15362,14880,14610,14848,13763,14282,15107,15018,13685,13529,12339,14053,14870
GS32,1020,566,14081,14198,15464,14606,14614,14691,14276,13944,14198,13168,13695,14429,14399,13089,12954,11774,13451,14214
GS32,1020,567,13554,13639,14827,14018,13991,14101,13742,13427,13626,12688,13076,13818,13783,12568,12408,11335,12946,13631
GS32,1020,568,12999,13113,14303,13451,13481,13618,13196,12846,13162,12179,12638,13275,13271,12130,11924,10921,12440,13123
GS32,1020,569,12231,12366,13505,12718,12712,12815,12519,12196,12358,11481,11987,12603,12557,11457,11269,10288,11785,12396
GS32,1020,570,11869,11971,13157,12397,12368,12440,12115,11828,12026,11181,11613,12178,12216,11137,10981,10031,11412,12057
GS32,1020,571,11248,11369,12426,11701,11690,11751,11478,11170,11379,10526,10927,11504,11522,10514,10369,9477,10763,11383
GS32,1020,572,10820,10904,11949,11259,11252,11318,11048,10806,10942,10173,10531,11083,11154,10141,9968,9100,10402,10961
GS32,1020,573,10409,10509,11458,10774,10812,10901,10607,10386,10572,9810,10114,10655,10703,9766,9574,8820,10008,10516
GS32,1020,574,9873,10028,10901,10291,10241,10334,10156,9915,10045,9290,9608,10123,10211,9319,9138,8368,9480,10028
GS32,1020,575,9562,9666,10509,9924,9921,10001,9809,9595,9703,9009,9334,9776,9931,9022,8882,8148,9194,9674
GS32,1020,576,9193,9208,10075,9469,9495,9605,9380,9205,9300,8621,8910,9328,9453,8635,8538,7745,8838,9254
GS32,1020,577,8723,8806,9565,9026,8997,9085,8943,8689,8830,8180,8492,8884,9048,8228,8064,7369,8347,8772
GS32,1020,578,8359,8409,9266,8659,8647,8759,8613,8406,8469,7908,8138,8515,8629,7865,7788,7033,8019,8425
GS32,1020,579,7839,7919,8595,8139,8091,8221,8094,7867,7996,7406,7669,7996,8111,7412,7299,6645,7515,7929
GS32,1020,580,7514,7613,8325,7857,7822,7934,7821,7620,7719,7108,7355,7723,7852,7147,6987,6399,7203,7607
GS32,1020,581,7104,7119,7797,7314,7291,7403,7286,7140,7211,6661,6892,7235,7394,6724,6600,6018,6832,7161
GS32,1020,582,6885,6952,7570,7144,7146,7221,7106,6926,7008,6489,6691,7019,7158,6570,6396,5846,6620,6964
GS32,1020,583,6623,6657,7281,6875,6796,6918,6839,6666,6774,6231,6399,6716,6918,6259,6163,5606,6347,6628
GS32,1020,584,6388,6452,7073,6619,6618,6682,6614,6465,6513,6049,6196,6472,6683,6088,5951,5398,6138,6429
GS32,1020,585,6123,6205,6761,6361,6352,6438,6329,6209,6280,5775,5971,6263,6400,5837,5721,5197,5894,6175
GS32,1020,586,5961,6018,6537,6183,6143,6239,6187,6032,6085,5628,5818,6055,6211,5682,5566,5046,5737,6007
GS32,1020,587,5646,5746,6254,5906,5875,5953,5890,5749,5857,5395,5558,5790,5935,5411,5282,4835,5450,5717
GS32,1020,588,5518,5543,6054,5718,5703,5779,5744,5605,5599,5230,5374,5605,5754,5286,5150,4687,5284,5564
GS32,1020,589,5341,5428,5898,5572,5549,5600,5580,5393,5484,5081,5222,5466,5585,5085,4990,4581,5128,5363
GS32,1020,590,5159,5240,5726,5386,5347,5409,5402,5263,5305,4884,5057,5275,5436,4941,4854,4422,4993,5199
GS32,1020,591,5040,5125,5609,5262,5232,5322,5298,5164,5198,4805,4905,5148,5320,4807,4713,4309,4873,5072
GS32,1020,592,4901,4925,5433,5070,5039,5156,5102,4956,5014,4620,4761,4982,5149,4643,4586,4159,4739,4903
GS32,1020,593,4793,4784,5225,4932,4939,4997,4970,4843,4901,4562,4651,4861,4997,4538,4470,4062,4601,4791
GS32,1020,594,4567,4629,5069,4749,4783,4836,4800,4645,4698,4330,4489,4700,4814,4394,4295,3919,4422,4625
GS32,1020,595,4456,4508,4907,4585,4590,4682,4637,4515,4565,4184,4308,4538,4669,4267,4154,3791,4277,4465
GS32,1020,596,4343,4381,4743,4509,4482,4535,4504,4383,4424,4091,4218,4392,4526,4134,4053,3676,4158,4355
GS32,1020,597,4203,4238,4610,4376,4337,4434,4372,4267,4319,3974,4086,4267,4414,3992,3966,3574,4027,4232
GS32,1020,598,4068,4085,4457,4195,4202,4278,4243,4120,4161,3860,3944,4145,4250,3881,3805,3453,3918,4087
GS32,1020,599,3883,3902,4261,4046,3988,4093,4031,3937,3967,3693,3761,3949,4080,3697,3618,3273,3744,3888
GS32,1020,600,3801,3839,4148,3940,3934,4007,3950,3837,3872,3592,3662,3851,3994,3616,3556,3249,3616,3820
