Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
53,1.17257179E-02,3.38864885E-02,2.32319314E-04,6.67123415E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0054.tif
54,1.17340415E-02,3.39177847E-02,2.40642969E-04,6.98423130E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0055.tif
55,1.17312307E-02,3.39038707E-02,2.37832136E-04,6.84508181E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0056.tif
56,1.17095176E-02,3.38412076E-02,2.16119017E-04,6.21843850E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0057.tif
57,1.17324279E-02,3.39131802E-02,2.39029362E-04,6.93815469E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0058.tif
58,1.17123709E-02,3.38565372E-02,2.18972359E-04,6.37169695E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0059.tif
59,1.17176163E-02,3.38697433E-02,2.24217770E-04,6.50378177E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0060.tif
60,1.17235089E-02,3.38853672E-02,2.30110295E-04,6.66002452E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0061.tif
61,1.17242372E-02,3.38889770E-02,2.30838647E-04,6.69612607E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0062.tif
62,1.17221866E-02,3.38814035E-02,2.28788048E-04,6.62041130E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0063.tif
63,1.17207759E-02,3.38697769E-02,2.27377329E-04,6.50411763E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0064.tif
64,1.17133837E-02,3.38585041E-02,2.19985146E-04,6.39140781E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0065.tif
65,1.17374351E-02,3.39262523E-02,2.44036514E-04,7.06887746E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0066.tif
66,1.17255623E-02,3.38904299E-02,2.32163776E-04,6.71066809E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0067.tif
67,1.17181212E-02,3.38656418E-02,2.24722650E-04,6.46278495E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0068.tif
68,1.17000524E-02,3.38132866E-02,2.06653846E-04,5.93922974E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0069.tif
69,1.17124676E-02,3.38474773E-02,2.19069050E-04,6.28110894E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0070.tif
70,1.17230026E-02,3.38841304E-02,2.29604079E-04,6.64768391E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0071.tif
71,1.17111649E-02,3.38454768E-02,2.17766385E-04,6.26113033E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0072.tif
72,1.17157405E-02,3.38622592E-02,2.22342017E-04,6.42891857E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0073.tif
73,1.17210399E-02,3.38845514E-02,2.27641361E-04,6.65183761E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0074.tif
74,1.17075852E-02,3.38386595E-02,2.14186642E-04,6.19295519E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0075.tif
75,1.17061416E-02,3.38330045E-02,2.12743024E-04,6.13639306E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0076.tif
76,1.17190121E-02,3.38669531E-02,2.25613514E-04,6.47588400E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0077.tif
77,1.17018214E-02,3.38158272E-02,2.08422838E-04,5.96466940E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0078.tif
78,1.17073178E-02,3.38422693E-02,2.13919274E-04,6.22907537E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0079.tif
79,1.17089211E-02,3.38427797E-02,2.15522529E-04,6.23416156E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0080.tif
80,1.17046069E-02,3.38298492E-02,2.11208361E-04,6.10485033E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0081.tif
81,1.17049021E-02,3.38270292E-02,2.11503493E-04,6.07664697E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0082.tif
82,1.16957777E-02,3.38036008E-02,2.02379109E-04,5.84239431E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0083.tif
83,1.16897082E-02,3.37940231E-02,1.96309619E-04,5.74656180E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0084.tif
84,1.16771241E-02,3.37528810E-02,1.83725561E-04,5.33516926E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0085.tif
85,1.16885653E-02,3.37812304E-02,1.95166753E-04,5.61865221E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0086.tif
86,1.16736456E-02,3.37384157E-02,1.80247048E-04,5.19051275E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0087.tif
87,1.16917552E-02,3.37975956E-02,1.98356685E-04,5.78230305E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0088.tif
88,1.16681170E-02,3.37259620E-02,1.74718472E-04,5.06595476E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0089.tif
89,1.16772756E-02,3.37523334E-02,1.83877009E-04,5.32970531E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0090.tif
90,1.16648002E-02,3.37119810E-02,1.71401674E-04,4.92614578E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0091.tif
91,1.16625930E-02,3.37073281E-02,1.69194486E-04,4.87962156E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0092.tif
92,1.16600556E-02,3.37001272E-02,1.66657003E-04,4.80761228E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0093.tif
93,1.16819180E-02,3.37689444E-02,1.88519446E-04,5.49583405E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0094.tif
94,1.16615396E-02,3.36974226E-02,1.68141068E-04,4.78058646E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0095.tif
95,1.16573801E-02,3.36936340E-02,1.63981569E-04,4.74270026E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0096.tif
96,1.16617212E-02,3.36999148E-02,1.68322644E-04,4.80550865E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0097.tif
97,1.16607516E-02,3.37024815E-02,1.67353057E-04,4.83120064E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0098.tif
98,1.16483815E-02,3.36712822E-02,1.54982947E-04,4.51918488E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0099.tif
99,1.16513182E-02,3.36759612E-02,1.57919669E-04,4.56596434E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0100.tif
100,1.16371026E-02,3.36329564E-02,1.43704093E-04,4.13593545E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0101.tif
101,1.16482510E-02,3.36589254E-02,1.54852410E-04,4.39564348E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0102.tif
102,1.16378054E-02,3.36386114E-02,1.44406870E-04,4.19247954E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0103.tif
103,1.16350721E-02,3.36290374E-02,1.41673595E-04,4.09672299E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0104.tif
104,1.16420375E-02,3.36494148E-02,1.48638912E-04,4.30054934E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0105.tif
105,1.16264552E-02,3.36021073E-02,1.33056669E-04,3.82743252E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0106.tif
106,1.16498156E-02,3.36776674E-02,1.56417088E-04,4.58302908E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0107.tif
