,date,well,prot,osm,A_after,A_before,D_after,D_before,area,directA_after,directA_before,A_corr_before,A_corr_after,D/A_before,D/A_after,d_directA
14383,5/31/2021,A5,S1,100,8881.839,8603.137,2988.952,2884.089,209.56,3975.073,3866.387,6339.9563,6542.43057,0.454906763,0.45685651,108.686
14385,5/31/2021,A5,S1,100,10250.359,11776.045,3275.843,3662.022,150.41,4848.27,5556.337,8779.46931,7592.99091,0.417112,0.431429859,-708.067
14387,5/31/2021,A5,S1,100,5629.854,5877.88,2206.88,2333.16,126.75,2597.52,2716.573,4125.15633,3966.6788,0.565593111,0.556354601,-119.053
14388,5/31/2021,A5,S1,100,9816.203,9652.141,3483.75,3526.859,108.16,4145.188,4113.203,7001.39716,7182.22978,0.503736457,0.485051315,31.985
14389,5/31/2021,A5,S1,100,12438.957,12935.143,3781.943,4009.286,118.3,5728.571,5926.557,9684.17559,9346.09872,0.414003852,0.404654724,-197.986
14390,5/31/2021,A5,S1,100,11666.881,11601.41,4122.216,4219.351,226.46,4789.44,4778.731,8457.19508,8572.11292,0.498906666,0.480886806,10.709
14391,5/31/2021,A5,S1,100,28879.797,30469.006,8180.843,8326.77,300.82,11952.747,12605.034,23660.86144,22272.92828,0.351921675,0.36729984,-652.287
14393,5/31/2021,A5,S1,100,9548.117,8845.377,3292.435,3179.224,143.65,4292.153,4035.165,6393.70693,6987.61738,0.497242685,0.471181351,256.988
14396,5/31/2021,A5,S1,100,16405.816,19651.566,4453.267,5061.45,101.4,6736.417,7999.117,15449.16527,12765.66526,0.327619642,0.348847233,-1262.7
14398,5/31/2021,A5,S1,100,10765.81,10507.281,3497.496,3414.298,204.49,4794.611,4653.562,7813.52628,8001.16103,0.436972742,0.437123561,141.049
14399,5/31/2021,A5,S1,100,24288.65,25975.285,5959.571,6145.889,106.47,9790.667,10398.286,20742.28949,19269.85064,0.296297523,0.309269185,-607.619
14401,5/31/2021,A5,S1,100,3498.683,8920.139,1260.861,6673.9,304.2,1755.111,1799.639,5041.04059,2496.95558,1.323913165,0.504959323,-44.528
14402,5/31/2021,A5,S1,100,15877.618,15619.373,5057.664,5023.864,185.9,6206.236,6074.991,11802.47679,12017.87124,0.425661841,0.420845248,131.245
14403,5/31/2021,A5,S1,100,37952.543,39470.418,7818.591,7823.43,251.81,15536.604,16628.402,32164.60372,30856.73501,0.24323104,0.253383613,-1091.798
14404,5/31/2021,A5,S1,100,16714.68,18077.406,4516.265,4688.278,370.11,7143.502,7652.845,14138.57811,12963.79417,0.331594731,0.348375247,-509.343
14405,5/31/2021,A5,S1,100,31180.166,32577.311,7296.561,7172.424,223.08,11779.947,12210.22,26455.98448,25074.79874,0.271107809,0.290991807,-430.273
14406,5/31/2021,A5,S1,100,29727.23,29496.938,7864.429,7650.627,272.09,11147.044,10943.671,23362.8082,23441.14427,0.327470351,0.335496805,203.373
14407,5/31/2021,A5,S1,100,20387.326,16867.6,5919.926,4825.8,160.55,8304.348,6849.189,13008.58009,15671.9391,0.370970541,0.377740493,1455.159
14408,5/31/2021,A5,S1,100,11228.948,11447.011,3541.68,3579.196,163.93,5126.505,5184.711,8564.94203,8377.82165,0.41788911,0.422744736,-58.206
14409,5/31/2021,A5,S1,100,8334.732,8468.651,2831,2967.593,145.34,3728.116,3781.233,6177.39244,6125.95996,0.480395738,0.462131653,-53.117
14410,5/31/2021,A5,S1,100,23200.18,24023.139,6016.214,6092.018,292.37,9420.647,9715.445,18948.43491,18221.66365,0.321505076,0.330168206,-294.798
14411,5/31/2021,A5,S1,100,10007.438,10132,3308.545,3385.504,204.49,4379.149,4471.628,7488.07356,7421.87084,0.45211949,0.445783155,-92.479
14412,5/31/2021,A5,S1,100,16017.788,15269.847,4543.988,4305.224,143.65,6605.212,6281.106,11794.66814,12354.48408,0.365014424,0.367800709,324.106
14413,5/31/2021,A5,S1,100,14159.082,15385.295,4670.623,4935.115,103.09,6282.82,6723.098,11492.29543,10489.91601,0.429428136,0.445248846,-440.278
14414,5/31/2021,A5,S1,100,13596.25,15724.013,4150.913,4724.35,135.2,5906.05,6770.763,11933.66253,10274.11661,0.39588433,0.404016536,-864.713
14415,5/31/2021,A5,S1,100,8582.409,8632.01,2912.952,2998.495,177.45,3872.209,3937.314,6294.71799,6302.82473,0.476350967,0.462166112,-65.105
14421,5/31/2021,A5,S1,100,22700.635,25635.461,5678.317,6320.019,175.76,9104.538,10126.904,20361.73917,17961.26477,0.310386993,0.31614238,-1022.366
14422,5/31/2021,A5,S1,100,10608.682,10584.061,3461.833,3539.758,111.54,4750.015,4779.545,7799.87571,7871.40766,0.45382236,0.439798464,-29.53
14423,5/31/2021,A5,S1,100,19157.959,19419.5,5399.235,5279.786,331.24,7982.229,8074.097,15087.13499,14779.74094,0.349952857,0.365313237,-91.868
14424,5/31/2021,A5,S1,100,11190.028,10929.62,3650.817,3752.859,119.99,4641.422,4541.507,8077.7184,8373.22481,0.464593938,0.436010866,99.915
14425,5/31/2021,A5,S1,100,8854.043,10572.626,3021.237,4010.166,356.59,3739.772,4300.569,7630.12991,6542.23071,0.52556982,0.461805328,-560.797
14426,5/31/2021,A5,S1,100,33529.098,32360.188,7676.937,7255.192,430.95,14077.953,14045.004,25846.38548,26785.51032,0.280704318,0.28660783,32.949
14427,5/31/2021,A5,S1,100,12608.236,11855.49,4061.104,3826.396,179.14,5724.727,5374.887,8806.27159,9368.15275,0.434508062,0.433501044,349.84
14428,5/31/2021,A5,S1,100,15920.957,16550.639,5051.49,5041.966,351.52,6334.082,6572.832,12629.55894,12040.19172,0.399219484,0.419552289,-238.75
14429,5/31/2021,A5,S1,100,17802.6,19605.662,5231.417,5657.317,405.6,7433.146,8131.154,15062.36473,13617.65125,0.375592883,0.384164413,-698.008
14430,5/31/2021,A5,S1,100,9909.743,10104.371,3349.586,3471.543,118.3,4047.114,4159.657,7474.11838,7365.51076,0.46447525,0.45476629,-112.543
14431,5/31/2021,A5,S1,100,14842.43,15022.89,4668.49,4594.83,169,6147.97,6218.31,11406.1512,11200.016,0.4028379,0.416828869,-70.34
14433,5/31/2021,A5,S1,100,19657.205,19070.141,5706.178,5254.664,180.83,7899.318,7632.925,14834.91333,15132.06024,0.354209282,0.377091943,266.393
14434,5/31/2021,A5,S1,100,10022.803,9781.951,3538.722,3472.603,625.3,4627.681,4506.354,7085.26415,7268.02095,0.490116237,0.486889351,121.327
14435,5/31/2021,A5,S1,100,10641.377,10538.836,3617.082,3431.033,103.09,4775.197,4720.033,7823.58224,7817.03611,0.438550129,0.462717832,55.164
14436,5/31/2021,A5,S1,100,12980.084,12564.605,4074.679,3995.189,321.1,5827.047,5665.084,9370.78887,9713.3652,0.426345002,0.419492001,161.963
14438,5/31/2021,A5,S1,100,19391.5,18206.553,5312.281,5112.458,162.24,7991.406,7536.458,14065.02324,15057.62393,0.363487348,0.352796764,454.948
14439,5/31/2021,A5,S1,100,8919.455,9397.289,2850.889,3010.133,152.1,4144.867,4375.211,6970.62842,6620.9591,0.431830937,0.430585502,-230.344
14440,5/31/2021,A5,S1,100,8148.124,7533.556,3015.049,2827.852,136.89,3429.432,3202.407,5426.33711,5898.55595,0.521134596,0.51115036,227.025
14443,5/31/2021,A5,S1,100,24604.076,25562.449,6703.456,6683.203,515.45,10832.515,11148.174,19902.19835,18993.06647,0.335802251,0.35294227,-315.659
14444,5/31/2021,A5,S1,100,9293.486,9826.458,2997.878,3236.177,180.83,4256.514,4515.673,7253.30632,6895.873,0.44616577,0.434735094,-259.159
14446,5/31/2021,A5,S1,100,28041.115,28342.598,6605.264,6815.322,147.03,9381.425,9505.701,22924.39415,22757.85433,0.297295621,0.29024107,-124.276
14447,5/31/2021,A5,S1,100,13279.893,13715.761,4474.175,4524.082,473.2,5547.911,5705.05,10234.03804,9854.47716,0.442062261,0.454024595,-157.139
14449,5/31/2021,A5,S1,100,22521.383,23926.85,6501.892,6788.017,202.8,9295.6,9785.816,18469.89595,17309.21624,0.36751788,0.375631797,-490.216
14450,5/31/2021,A5,S1,100,21685.412,21206.975,6148.525,5728.362,135.2,8626.487,8351.838,16584.09392,16787.66122,0.345413022,0.366252626,274.649
14451,5/31/2021,A5,S1,100,19835.744,21806,5490.549,5629.792,138.58,7986.537,8681.5,17172.72524,15408.311,0.327833347,0.35633685,-694.963
14452,5/31/2021,A5,S1,100,14668.344,14616.893,4308.333,4388.57,157.17,6629.409,6574.903,11041.71933,11125.3398,0.397453501,0.387254059,54.506
14453,5/31/2021,A5,S1,100,16042.758,16684.904,4638.347,4709.684,160.55,7589.884,7858.547,12695.64755,12142.35613,0.370968395,0.381997279,-268.663
14454,5/31/2021,A5,S1,100,23647.193,23729.061,6573.209,6208.776,113.23,8984.03,8858.224,18755.34716,18456.42653,0.331040313,0.356147437,125.806
14455,5/31/2021,A5,S1,100,13486.172,14202.869,4262.18,4422.213,206.18,5953.18,6232.721,10674.87912,10096.1124,0.41426352,0.422160514,-279.541
14456,5/31/2021,A5,S1,100,20429.727,23527.828,5697.703,6251.961,216.32,7695.672,8796.461,18542.96108,15947.76673,0.337160876,0.357272783,-1100.789
14457,5/31/2021,A5,S1,100,31413.922,33545.934,7779.233,7754.978,152.1,12260.8,12972.122,26971.09248,24961.37651,0.28752925,0.311650802,-711.322
14458,5/31/2021,A5,S1,100,7873.331,9270.389,3341.628,3837.008,204.49,3089.413,3719.554,6530.0595,5515.27969,0.587591583,0.605885501,-630.141
14459,5/31/2021,A5,S1,100,9674.888,10086.789,3179.747,3319.437,119.99,4157.409,4361.422,7498.81721,7199.71438,0.44266141,0.441649048,-204.013
14460,5/31/2021,A5,S1,100,26852.418,28620.889,6844.28,6947.066,610.09,10503.38,11067.03,22836.20832,21229.3074,0.304212762,0.322397706,-563.65
14462,5/31/2021,A5,S1,100,10260.646,10477.768,3207.061,3383.535,167.31,4779.919,4907.364,7752.09529,7652.71906,0.436467158,0.419074707,-127.445
14464,5/31/2021,A5,S1,100,16051.622,18802.797,12210.622,14228.852,125.06,1279.095,1350.811,11004.85135,9336.96429,1.292961763,1.307772165,-71.716
14465,5/31/2021,A5,S1,100,16812.16,16998.559,4574.37,4454.995,305.89,7281.906,7365.249,13238.01434,13004.18176,0.336530456,0.351761463,-83.343
14466,5/31/2021,A5,S1,100,17125.797,16388.287,5032.597,4831.004,863.59,7006.276,6770.006,12541.55374,13127.32815,0.385199801,0.383367959,236.27
14467,5/31/2021,A5,S1,100,9759.356,9843.954,3235.184,3334.299,147.03,4158.759,4228.644,7273.33317,7254.54427,0.45842792,0.445952755,-69.885
14468,5/31/2021,A5,S1,100,15281.414,16259.509,4840.467,5071.243,285.61,5973.562,6277.112,12379.09893,11580.98971,0.409661723,0.417966609,-303.55
14469,5/31/2021,A5,S1,100,11507.194,11905.662,3755.662,3917.948,130.13,5171.922,5383.662,8806.25378,8534.02796,0.444905189,0.440080817,-211.74
14470,5/31/2021,A5,S1,100,13223.657,13809.951,4051,4067.029,172.38,5482.461,5698.627,10571.6865,10034.95941,0.384709573,0.403688728,-216.166
14471,5/31/2021,A5,S1,100,27886.775,27661.744,6449.088,6391.592,211.25,10166.424,10086.6,22357.74624,22537.1378,0.285878189,0.286153817,79.824
14472,5/31/2021,A5,S1,100,25055.955,25244.645,6744.373,6678,185.9,10044.918,10163.991,19774.14671,19572.90289,0.337713687,0.344577043,-119.073
14473,5/31/2021,A5,S1,100,17545.484,17933.137,4987.53,4970.727,111.54,7717.045,7776.076,13821.19725,13435.85455,0.359645182,0.371210479,-59.031
14474,5/31/2021,A5,S1,100,36678.137,35393.809,8864.449,8704.551,150.41,13102.146,12735.034,28360.74051,29490.57129,0.306922557,0.300585869,367.112
14476,5/31/2021,A5,S1,100,33462.742,34824.242,7417.523,7362.803,393.77,13189.326,14032.76,28255.73201,27025.48287,0.260577323,0.274464032,-843.434
14478,5/31/2021,A5,S1,100,9651.462,9527.151,3415.1,3402.789,424.19,4053.163,4039.064,6956.25067,7071.35803,0.48916998,0.482948252,14.099
14480,5/31/2021,A5,S1,100,7380.284,7322.896,2520.284,2513.806,113.23,3339.791,3336.179,5356.70481,5409.97319,0.469282159,0.465858871,3.612
14481,5/31/2021,A5,S1,100,21480.98,20973.98,6387.678,6245.181,346.45,8823.249,8667.971,16017.11958,16419.09335,0.389906623,0.38903963,155.278
14482,5/31/2021,A5,S1,100,25200.637,24005.191,6617.892,6265.381,390.39,10312.03,9768.187,18828.58354,19733.86854,0.33275902,0.335357053,543.843
14483,5/31/2021,A5,S1,100,13985.789,13879.972,4216.831,4089.24,119.99,6821.07,6804.901,10419.74361,10454.86527,0.392451115,0.403336714,16.169
14484,5/31/2021,A5,S1,100,30780.379,33109.109,6870.768,7060.622,138.58,12784.561,13590.902,26784.70796,24709.80537,0.263606458,0.278058362,-806.341
14485,5/31/2021,A5,S1,100,12454.782,12385.009,4139.664,4164.373,185.9,5086.109,5083.345,9212.05576,9294.39937,0.45205686,0.445393385,2.764
14486,5/31/2021,A5,S1,100,35567.43,37328.324,7674.353,8167.863,172.38,13313.255,13693.657,30397.56178,28970.50446,0.268701255,0.264902291,-380.402
14487,5/31/2021,A5,S1,100,28537.084,31783.701,6861.972,6992.664,180.83,11489.972,12597.767,25684.01335,22717.14416,0.272257451,0.302061384,-1107.795
14489,5/31/2021,A5,S1,100,33900.379,35139.234,8258.545,7996.722,152.1,13270.545,13623.889,28312.43243,27001.9466,0.282445601,0.305849986,-353.344
14490,5/31/2021,A5,S1,100,10606.167,10507.214,3398.754,3391.143,212.94,4888.992,4827.563,7792.67124,7875.9189,0.435170803,0.431537455,61.429
14491,5/31/2021,A5,S1,100,16440.67,16277.293,5099.386,5014.134,415.74,7090.549,7018.289,12286.32707,12390.79111,0.408106831,0.411546442,72.26
14492,5/31/2021,A5,S1,100,26538.473,26865.635,6955.676,6857.561,250.12,10313.757,10371.189,21260.60176,20892.35089,0.322547832,0.332929312,-57.432
14493,5/31/2021,A5,S1,100,24153.066,26779.404,6690.801,7065.912,229.84,9756.713,10776.927,20986.85451,18753.166,0.336682755,0.356782476,-1020.214
14494,5/31/2021,A5,S1,100,28411.938,28717.605,7603.148,7630.431,376.87,11320.399,11411.408,22505.30905,22231.39375,0.339050265,0.34200051,-91.009
14495,5/31/2021,A5,S1,100,11195.915,13241.451,3620.521,4147.662,119.99,4893.395,5776.93,9945.57344,8347.29382,0.417035983,0.4337359,-883.535
14496,5/31/2021,A5,S1,100,10128.571,10813.701,3286.935,3460.753,260.26,4518.435,4820.104,8063.68215,7527.9928,0.429177755,0.43662834,-301.669
14497,5/31/2021,A5,S1,100,9362.857,10032.69,3224.5,3460.173,283.92,3969.31,4264.286,7388.58397,6899.7031,0.468313416,0.46733895,-294.976
14499,5/31/2021,A5,S1,100,12825.246,12697.288,4256.152,4282.251,322.79,5379.817,5339.346,9413.21923,9547.32021,0.454918864,0.445795459,40.471
14500,5/31/2021,A5,S1,100,9072,9475.208,3018,3220.662,130.13,4031.688,4228.753,6964.79407,6706.43928,0.462420277,0.450015258,-197.065
14501,5/31/2021,A5,S1,100,25683.809,24462.295,6915.731,6616.397,131.82,9959.359,9509.948,19148.71447,20126.19336,0.345526955,0.343618432,449.411
14502,5/31/2021,A5,S1,100,11921.873,12055.719,3672.507,3700.76,119.99,4812.07,4954.521,9152.95721,9061.15099,0.40432397,0.405302484,-142.451
14503,5/31/2021,A5,S1,100,31444.156,34293.844,7290.208,7395.624,130.13,12198.818,13124.182,27880.5687,25262.57034,0.265260873,0.288577445,-925.364
14504,5/31/2021,A5,S1,100,30701.768,32524.125,7588.347,7417.969,326.17,14453.854,15424.746,25661.89969,23933.71183,0.289065466,0.317056838,-970.892
14505,5/31/2021,A5,S1,100,15246.969,17841.75,4537.609,5065.375,108.16,6539.797,7546.359,13723.29304,11599.4748,0.369107836,0.391190901,-1006.562
14506,5/31/2021,A5,S1,100,7474.127,7345.053,2576.926,2614.319,158.86,3198.809,3168.947,5357.364,5500.58251,0.487986069,0.468482383,29.862
14507,5/31/2021,A5,S1,100,32673.139,32649.646,7948.547,7615.823,305.89,12766.896,12696.48,26200.92861,26034.69885,0.290669965,0.305305894,70.416
14508,5/31/2021,A5,S1,100,23085.914,24147.617,6154.458,6354.234,158.86,9103.191,9510.734,18972.83352,18094.44497,0.334912231,0.340129692,-407.543
14509,5/31/2021,A5,S1,100,10325.093,11934.116,3172.012,3596.977,145.34,4497.651,5236.965,9032.69484,7789.37295,0.398217483,0.407223023,-739.314
14510,5/31/2021,A5,S1,100,19746.752,20741.514,5361.632,5477.273,197.73,8215.394,8611.23,16202.42561,15344.16218,0.338052655,0.349424878,-395.836
14511,5/31/2021,A5,S1,100,26749.266,29771.963,6381.152,6731.709,133.51,10440.469,11530.481,24013.36584,21383.56633,0.280331755,0.298413833,-1090.012
14512,5/31/2021,A5,S1,100,15035.614,15673.886,4349.114,4483.671,118.3,6479.372,6752.514,12014.56271,11499.5029,0.373186366,0.378200174,-273.142
14513,5/31/2021,A5,S1,100,13773.015,13627.551,4184.855,4171.043,116.61,6064.247,6000.217,10276.85698,10402.83492,0.405867573,0.402280247,64.03
14514,5/31/2021,A5,S1,100,22700.904,22454.045,6609.185,6254.67,338,8578.92,8367.17,17549.3076,17568.04115,0.356405514,0.376205005,211.75
14515,5/31/2021,A5,S1,100,25329.9,26450.654,5952.086,5937.679,136.89,10325.901,10626.148,21284.71601,20213.37323,0.278964446,0.294462776,-300.247
14516,5/31/2021,A5,S1,100,30474.166,30815.99,8539.432,8477.01,172.38,10696.628,10771.765,24276.53935,23915.90772,0.349185272,0.357060752,-75.137
14517,5/31/2021,A5,S1,100,31061.576,30378.475,8114.628,7579.795,131.82,11743.577,11335.513,24207.43618,24529.54353,0.313118454,0.330810396,408.064
14518,5/31/2021,A5,S1,100,7657.127,8290.857,2727.492,3000.603,106.47,3615.365,3887.857,5961.84458,5524.63689,0.503301111,0.493696157,-272.492
14519,5/31/2021,A5,S1,100,9775.977,9176.623,4070.365,3905.606,287.3,3996,3741.224,6395.81926,6859.44355,0.610649839,0.593395801,254.776
14520,5/31/2021,A5,S1,100,24110.301,24914.49,6077.706,6114.51,241.67,10773.979,11069.188,19570.65398,18842.06081,0.312432584,0.322560577,-295.209
14521,5/31/2021,A5,S1,100,8376.807,8554.43,2894.979,2993.817,157.17,3715.516,3840,6238.10699,6136.52009,0.479923958,0.471762327,-124.484
14522,5/31/2021,A5,S1,100,9556.578,9421.531,2927.781,3012.094,108.16,3750.516,3756.438,7111.39796,7292.25603,0.423558633,0.4014918,-5.922
14525,5/31/2021,A5,S1,100,16524.318,15141.275,5409.623,4955.725,116.61,6743.203,6172.464,11341.97259,12376.00924,0.436936782,0.437105604,570.739
14526,5/31/2021,A5,S1,100,11519.207,12431.177,4006.707,4270.811,277.16,4491.494,4922.244,9232.42081,8542.26843,0.462588425,0.469044848,-430.75
14527,5/31/2021,A5,S1,100,11443.348,11810.521,3548.812,3623.058,116.61,5491.188,5626.493,8821.26659,8519.15192,0.41071857,0.416568695,-135.305
14528,5/31/2021,A5,S1,100,30963.008,33951.855,7848.16,7857.21,201.11,11743.403,12606.748,27392.25158,24572.23663,0.286840604,0.319391357,-863.345
14529,5/31/2021,A5,S1,100,17842.912,21564.637,4159.739,5624.015,116.61,6863.377,8343.493,16998.64538,14334.2087,0.330850775,0.290196626,-1480.116
14530,5/31/2021,A5,S1,100,7827.241,8115.229,2560.145,2650.277,140.27,4104.53,4273.747,5898.57026,5690.50345,0.449308372,0.449897803,-169.217
14532,5/31/2021,A5,S1,100,17928.129,19014.855,5285.919,5417.548,104.78,7238.855,7578.936,14703.55672,13751.20948,0.368451532,0.38439666,-340.081
14534,5/31/2021,A5,S1,100,14178.612,14322.955,4462.146,4449.609,488.41,6074.872,6094.28,10806.74903,10659.44894,0.411743531,0.418609445,-19.408
14535,5/31/2021,A5,S1,100,8915.569,8817.107,2806.523,2782.2,109.85,4029.108,3949.846,6592.07026,6662.58129,0.42205254,0.421236587,79.262
14536,5/31/2021,A5,S1,100,13579.143,14536.492,4173.54,4413.08,106.47,6116.683,6508.603,10960.92503,10204.99703,0.402619303,0.408970232,-391.92
14537,5/31/2021,A5,S1,100,10347.299,10016.161,3394.943,3370.46,294.06,4152.236,4025.477,7464.97657,7759.05437,0.451503092,0.437545974,126.759
14539,5/31/2021,A5,S1,100,27350.604,29723.611,9071.635,9532.771,370.11,9926.94,10858.85,22608.06087,20656.51885,0.421653633,0.439165721,-931.91
14541,5/31/2021,A5,S1,100,21671.389,23206.854,6342.491,6170.035,196.04,7826.914,8275.216,18364.44441,16822.75511,0.335977221,0.377018566,-448.302
14542,5/31/2021,A5,S1,100,11083.14,11831.093,3563.161,3744.64,398.84,4923.958,5249.534,8849.02234,8259.11265,0.423169911,0.43142177,-325.576
14544,5/31/2021,A5,S1,100,31012.842,31506.598,8115.795,7961.401,223.08,10640.924,10783.439,25238.20206,24689.69509,0.315450403,0.328711836,-142.515
14545,5/31/2021,A5,S1,100,36621.719,39400.031,8678.306,8975.237,620.23,14306.175,15380.886,31720.78705,29304.04357,0.282944966,0.296147048,-1074.711
14546,5/31/2021,A5,S1,100,23421.783,23027.703,6050.42,5844.623,233.22,9554.152,9346.971,18154.12832,18399.77152,0.321944568,0.328831257,207.181
14547,5/31/2021,A5,S1,100,15295.337,16812.494,4433.517,4707.236,150.41,6095.73,6642.708,13055.5444,11787.38429,0.360554555,0.376123904,-546.978
14548,5/31/2021,A5,S1,100,12312.578,13285.771,5031.119,5382.852,228.15,4503.726,4894.17,9502.96714,8790.37699,0.566439084,0.57234394,-390.444
14549,5/31/2021,A5,S1,100,15863.635,17609.297,4495.838,4809.405,125.06,6623.352,7313.189,13670.80644,12222.40398,0.351801119,0.367835821,-689.837
14550,5/31/2021,A5,S1,100,18996.408,19408.717,4575.659,5254.42,148.72,7144.057,7519.909,15195.09169,15213.9379,0.345797189,0.300754415,-375.852
14552,5/31/2021,A5,S1,100,7375.645,7343.987,2590.329,2612.197,128.44,3232.303,3241.368,5343.66267,5388.63306,0.488840176,0.480702429,-9.065
14553,5/31/2021,A5,S1,100,17285.297,18339.975,4942.22,5149.076,199.42,7278.517,7776.746,14133.38298,13283.00217,0.364320135,0.372071007,-498.229
14554,5/31/2021,A5,S1,100,31827.58,33191.559,7750.507,8051.662,229.84,12293.5,12668.412,26517.17986,25384.04629,0.303639453,0.305329848,-374.912
14555,5/31/2021,A5,S1,100,7052.954,8202.031,2277.062,2666,109.85,2971.723,3427.446,6137.83626,5281.48377,0.434355021,0.431140585,-455.723
14557,5/31/2021,A5,S1,100,12107.665,12842.379,4700.601,4913.311,343.07,4665.502,4997.069,9288.88106,8729.90109,0.52894541,0.538448369,-331.567
14559,5/31/2021,A5,S1,100,15576.656,18294.141,4585.858,5162.858,167.31,6433.323,7511.404,14130.6595,11923.81989,0.365365679,0.384596383,-1078.081
14560,5/31/2021,A5,S1,100,11282.911,11412.614,3385.307,3400.03,170.69,5459.822,5493.594,8566.81524,8451.33211,0.396883778,0.4005649,-33.772
14561,5/31/2021,A5,S1,100,12750.616,13413.505,4055.677,4165.616,167.31,5182.959,5432.626,10173.52958,9616.34498,0.409456322,0.421748285,-249.667
14562,5/31/2021,A5,S1,100,8573.212,9396.637,2753.803,2997.409,111.54,3760.864,4094.47,7030.06093,6399.13225,0.426370273,0.430340067,-333.606
14563,5/31/2021,A5,S1,100,8504.779,8621.221,2920.326,3012.979,160.55,3630.137,3774.21,6307.24223,6267.28019,0.477701488,0.465963849,-144.073
14566,5/31/2021,A5,S1,100,23871.68,26627.867,7534,8299,179.14,8802.736,9757.642,20375.44502,18206.14016,0.407303987,0.413816434,-954.906
14568,5/31/2021,A5,S1,100,31900.438,34298.504,8099.089,8121.174,339.69,10953.617,11733.96,27764.82938,25526.7336,0.29249861,0.317278706,-780.343
14570,5/31/2021,A5,S1,100,11296.908,10773.22,3545.78,3340.642,184.21,4521.211,4312.973,8183.21487,8558.61451,0.408231001,0.414293692,208.238
14571,5/31/2021,A5,S1,100,8617.352,7989.108,2928.865,2825.351,125.06,3588.487,3462.892,5833.72249,6383.24102,0.484313576,0.458836662,125.595
14572,5/31/2021,A5,S1,100,11332.101,11892.237,3894.683,4087.806,234.91,4738.353,4963.604,8782.61506,8367.63194,0.46544292,0.465446261,-225.251
14574,5/31/2021,A5,S1,100,18345.375,19445.49,4735.537,4940.96,251.81,8167.47,8581.235,15196.34655,14283.72109,0.325141308,0.331533847,-413.765
14575,5/31/2021,A5,S1,100,10553.842,11298.579,3257.07,3386.912,192.66,4598.316,4892.097,8574.01721,7953.91486,0.395020434,0.409492691,-293.781
14576,5/31/2021,A5,S1,100,24632.881,25084.561,6410.743,6555.963,184.21,8884.899,8961.697,19907.17818,19547.0564,0.329326585,0.327964624,-76.798
14577,5/31/2021,A5,S1,100,35433.773,37314.656,8971.688,8913.605,385.32,13584.065,14171.435,29897.8727,28097.80601,0.298135091,0.319302083,-587.37
14578,5/31/2021,A5,S1,100,12459.898,11211.14,3859.025,3547.62,133.51,4974.203,4532.43,8469.7397,9469.51618,0.418858209,0.40752082,441.773
14579,5/31/2021,A5,S1,100,17169.061,17102.34,4974.38,4868.66,169,7196.07,7254.6,13143.5762,13165.3863,0.370421256,0.377837755,-58.53
14580,5/31/2021,A5,S1,100,38584.34,35707.75,9372.652,8466.396,243.36,14134.944,13079.333,28735.48685,30931.19508,0.294632071,0.303016161,1055.611
14581,5/31/2021,A5,S1,100,9661.559,7942.794,3252.515,2919.309,114.92,3682.015,3044.206,5817.16109,7238.1432,0.501844277,0.449357647,637.809
14582,5/31/2021,A5,S1,100,21478.883,22380.229,5738.038,5758.05,405.6,8584.775,8937.412,17630.35422,16806.61561,0.326598656,0.341415436,-352.637
14583,5/31/2021,A5,S1,100,10228.661,10567.008,3263.562,3419.851,204.49,4283.579,4452.504,7908.51121,7685.09313,0.432426649,0.424661347,-168.925
14584,5/31/2021,A5,S1,100,21078.365,20751.295,6257.605,6430.873,119.99,8225.211,8206,15783.79231,16199.04426,0.407435227,0.386294704,19.211
14586,5/31/2021,A5,S1,100,17171.365,17591.953,5089.991,5241.551,180.83,7348.243,7524.309,13384.31226,13077.5036,0.391619001,0.389217327,-176.066
14587,5/31/2021,A5,S1,100,14622.948,15007.052,4159.647,4234.494,263.64,6280.827,6424.359,11542.14197,11224.97796,0.366872458,0.370570616,-143.532
14588,5/31/2021,A5,S1,100,13105.83,13531.521,4115.011,4150.745,158.86,5404.883,5528.234,10281.26169,9897.9464,0.403719419,0.415743916,-123.351
14589,5/31/2021,A5,S1,100,10531.812,10938.261,3436.906,3635.885,162.24,4458.573,4634.979,8130.59594,7863.12295,0.447185548,0.437091728,-176.406
14590,5/31/2021,A5,S1,100,10992.686,11469.381,3412.171,3497.276,177.45,4973.733,5207.295,8626.43867,8239.2261,0.405413651,0.414137318,-233.562
14591,5/31/2021,A5,S1,100,33202.695,33514.25,7383.482,7540.536,371.8,12506.396,12759.555,27093.45047,26913.2343,0.278315824,0.274343913,-253.159
14592,5/31/2021,A5,S1,100,30195.518,30417.217,7639.121,7301.434,140.27,11177.156,11256.434,24408.73452,24023.12423,0.299132017,0.317990322,-79.278
14593,5/31/2021,A5,S1,100,25425.02,26170.969,6857.102,6790.133,165.62,9516.102,9737.153,20722.13944,19982.69656,0.327675288,0.343151985,-221.051
14595,5/31/2021,A5,S1,100,15104.297,14940.141,4225.484,4163.859,108.16,6123.203,6054.453,11582.94966,11701.38191,0.359481749,0.361109827,68.75
14597,5/31/2021,A5,S1,100,8776.854,8614.956,2930.551,2924.756,346.45,3915.771,3926.956,6318.71368,6479.66548,0.462872057,0.452268872,-11.185
