,date,well,prot,osm,A_after,A_before,D_after,D_before,area,directA_after,directA_before,A_corr_before,A_corr_after,D/A_before,D/A_after,d_directA
304,5/27/2021,B2,WT,150,20216.164,20168.52,3612.316,3583.43,133.51,9306.456,9245.658,16512.62708,16533.40988,0.217011502,0.218485843,60.798
305,5/27/2021,B2,WT,150,11167.045,11387.283,2721.299,2757.791,113.23,5200.328,5357.433,8907.7415,8736.69421,0.309594862,0.311479255,-157.105
307,5/27/2021,B2,WT,150,37946.879,38910.879,5648.615,5685.692,153.79,13449.154,13744.714,33285.96658,32397.77379,0.170813486,0.174351949,-295.56
308,5/27/2021,B2,WT,150,21078.371,21542.314,3728.981,3777.914,177.45,8140.048,8311.371,17960.85909,17555.40195,0.210341498,0.212412169,-171.323
309,5/27/2021,B2,WT,150,34353.656,34632.57,5545.542,5511.042,358.28,13460.905,13550.127,29137.19361,28856.94679,0.189141139,0.192173553,-89.222
310,5/27/2021,B2,WT,150,17107.514,17425.389,4023.708,4132.938,190.97,6697.124,6845.097,13934.36343,13702.4952,0.296600417,0.293647831,-147.973
311,5/27/2021,B2,WT,150,14664.277,14816.806,3415,3475.875,121.68,5613.708,5692.292,11893.05677,11787.72248,0.29226086,0.289708212,-78.584
315,5/27/2021,B2,WT,150,38543.887,39130.621,6551.314,6605.971,236.6,14572.735,14782.436,32820.79353,32302.87093,0.201273957,0.202809032,-209.701
316,5/27/2021,B2,WT,150,25186.521,25126.049,4467.455,4444.299,282.23,9583.604,9531.036,20959.67369,20997.88509,0.212040467,0.212757379,52.568
317,5/27/2021,B2,WT,150,29252.074,29254.656,4715.857,4678.862,319.41,10896.995,10922,24699.67914,24682.24074,0.189430072,0.191062758,-25.005
318,5/27/2021,B2,WT,150,14219.634,14673.061,2932.622,3020.415,277.16,5880.439,6062.616,11920.34401,11548.06093,0.253383208,0.253949301,-182.177
320,5/27/2021,B2,WT,150,12892.293,13204.4,2929.733,2992.813,126.75,5301.187,5436.693,10585.23744,10332.30898,0.282734612,0.283550657,-135.506
321,5/27/2021,B2,WT,150,15421.632,16429.17,3271.981,3390.849,179.14,5912.462,6319.179,13431.37602,12564.11429,0.252457306,0.260422735,-406.717
322,5/27/2021,B2,WT,150,25193.914,25268.141,5112.35,5124.569,768.95,9866.396,9908.811,20669.44534,20609.75326,0.247929682,0.248054886,-42.415
324,5/27/2021,B2,WT,150,17596.809,18614.957,3401.026,3551.531,194.35,7132.287,7533.409,15301.29786,14439.13069,0.23210652,0.235542296,-401.122
325,5/27/2021,B2,WT,150,37681.133,39520.715,5851.812,6045.384,189.28,14485.107,15160.804,33436.10872,31827.50231,0.180804054,0.183860233,-675.697
328,5/27/2021,B2,WT,150,34771.113,35554.227,5466.359,5539.618,150.41,13069.764,13325.124,30086.4559,29390.68757,0.184123315,0.18598949,-255.36
330,5/27/2021,B2,WT,150,22386.406,23160.578,4067.156,4136.125,108.16,9133.281,9439.328,19174.95943,18495.48993,0.215704498,0.219899879,-306.047
332,5/27/2021,B2,WT,150,15458.817,16769.77,3269.414,3486.548,175.76,6634.49,7232.76,13547.67516,12465.47448,0.257353971,0.262277541,-598.27
335,5/27/2021,B2,WT,150,27678.834,28885.244,4676.18,4796.487,131.82,10787.167,11269.577,24201.88626,23150.89687,0.198186495,0.201986991,-482.41
336,5/27/2021,B2,WT,150,36732.047,36941.895,6722.067,6713.162,177.45,12970.333,12989.447,30915.92421,30704.98822,0.21714253,0.218924266,-19.114
337,5/27/2021,B2,WT,150,23882.555,24986.213,4602.649,4771.744,197.73,9293.068,9715.923,20611.16331,19677.46811,0.2315126,0.233904534,-422.855
338,5/27/2021,B2,WT,150,15876.336,16174.448,3132.836,3208.672,196.04,6078.828,6189.664,13297.81568,13060.9556,0.241293163,0.239862694,-110.836
339,5/27/2021,B2,WT,150,21138.361,21616.312,4803.902,4905.019,275.47,8118.331,8307.398,17438.24631,17049.81005,0.281279374,0.281756922,-189.067
340,5/27/2021,B2,WT,150,35563.5,37374.219,5573.265,5789.303,223.08,13687.909,14338.788,31581.51869,30008.96684,0.183313002,0.185719989,-650.879
341,5/27/2021,B2,WT,150,12754.723,13309.899,2984.635,3088.241,420.81,5023.39,5251.791,10675.29098,10218.42235,0.289288695,0.292083738,-228.401
344,5/27/2021,B2,WT,150,13205.672,15314.422,2740.359,3269.844,108.16,5528.422,6487.781,12348.72629,10702.88155,0.264792006,0.256039365,-959.359
351,5/27/2021,B2,WT,150,6847.39,8307.685,2497.621,2873.242,160.55,2335.042,2780.821,6256.51075,5079.99289,0.45924032,0.491658365,-445.779
352,5/27/2021,B2,WT,150,17917.834,19521.848,3311.347,3493.194,121.68,6743.236,7335.583,16276.69441,14881.60525,0.214613232,0.222512756,-592.347
353,5/27/2021,B2,WT,150,15164.025,18815.734,2739.279,3162.671,133.51,6047.772,7445.367,15724.89864,12563.13045,0.201125048,0.218041117,-1397.595
354,5/27/2021,B2,WT,150,27613.354,28947.869,4432.835,4617.651,493.48,9979.185,10472.168,24510.80205,23367.9063,0.188392489,0.189697568,-492.983
355,5/27/2021,B2,WT,150,36167.441,38395.688,5345.84,5633.472,211.25,13343.52,14048.144,32740.80048,30798.877,0.172062745,0.173572562,-704.624
356,5/27/2021,B2,WT,150,38015.488,38735.727,5975.868,6233.545,204.49,14259.694,14587.165,32660.3868,32138.9361,0.190859497,0.185938576,-327.471
358,5/27/2021,B2,WT,150,17438.551,18440.023,3188.292,3291.124,150.41,6690.27,7070.989,15352.23937,14477.60494,0.214374198,0.220222337,-380.719
359,5/27/2021,B2,WT,150,27974.418,27898.252,4797.699,4905.961,174.07,10269.796,10270.389,23346.71876,23480.37629,0.210134925,0.204328029,-0.593
361,5/27/2021,B2,WT,150,29937.871,30485.914,4376.854,4577.991,197.73,10651.205,10821.846,26003.42803,25594.40943,0.176053365,0.171008204,-170.641
362,5/27/2021,B2,WT,150,24755.812,25147.238,4014.925,4144.8,135.2,9091.15,9216.862,21199.29022,20900.58325,0.19551598,0.192096314,-125.712
363,5/27/2021,B2,WT,150,27563.326,27827.705,4344.674,4474.856,223.08,9632.849,9732.917,23606.77709,23430.40747,0.189558108,0.185428871,-100.068
364,5/27/2021,B2,WT,150,9429.519,11972.277,2232.892,2727.795,140.27,3533.651,4447.325,9681.5539,7574.69255,0.281751775,0.294783186,-913.674
365,5/27/2021,B2,WT,150,29013.385,32318.936,4845.355,5164.751,285.61,10639.586,11881.739,27324.08756,24423.82551,0.189018242,0.198386407,-1242.153
367,5/27/2021,B2,WT,150,22016.551,22178.32,3914,4102.692,131.82,7761.141,7879.564,18506.77608,18467.51421,0.221685937,0.211939731,-118.423
368,5/27/2021,B2,WT,150,27760.496,26031.924,4610.318,4358.038,265.33,9912.593,9337.191,21948.09757,23433.63479,0.198561082,0.196739347,575.402
369,5/27/2021,B2,WT,150,13672.145,15486.667,2763.275,2991.696,116.61,4508.609,5109.145,12930.33057,11350.97354,0.231370419,0.243439472,-600.536
372,5/27/2021,B2,WT,150,22119.172,23874.145,4038.245,4386.664,185.9,8033.291,8610.245,19913.26653,18452.57686,0.220288519,0.218844502,-576.954
374,5/27/2021,B2,WT,150,14671.8,16362.669,2947.506,3208.331,270.4,5269.981,5891.325,13542.90182,12108.32543,0.236901297,0.243428046,-621.344
375,5/27/2021,B2,WT,150,15343.803,15184.394,2800.227,2978.53,111.54,5425.333,5449.909,12570.29039,12828.86942,0.236949976,0.218275431,-24.576
376,5/27/2021,B2,WT,150,19200.613,19899.291,3844.695,3995.361,515.45,7393.629,7682.226,16322.12673,15758.13514,0.244781888,0.243981598,-288.597
378,5/27/2021,B3,WT,150,30992.613,32229.455,5448.117,5636.159,245.05,11681.083,12114.896,26940.46049,25885.70522,0.209207968,0.21046817,-433.813
380,5/27/2021,B3,WT,150,15313.623,17019.188,3011.971,3379.855,116.61,6199.681,6849.638,13926.43363,12539.33898,0.242693506,0.240201737,-649.957
382,5/27/2021,B3,WT,150,37423.523,37855.445,5523.887,5583.591,194.35,13502.426,13639.392,32304.65729,31930.40195,0.172841673,0.172997728,-136.966
384,5/27/2021,B3,WT,150,23019.475,27310.475,3933.213,4542.885,103.09,8784.345,10247.853,22955.65388,19265.84656,0.197898305,0.204154694,-1463.508
385,5/27/2021,B3,WT,150,32935.586,33156.883,5738.013,5833.325,270.4,12031.256,12145.987,27757.48322,27608.50047,0.210153239,0.207835011,-114.731
386,5/27/2021,B3,WT,150,23212.412,23782.059,4401.049,4408.245,172.38,8718.961,9007.128,19734.33483,19223.25344,0.223379457,0.228944024,-288.167
387,5/27/2021,B3,WT,150,23553.129,27222.367,4584.945,5169.44,184.21,8713.789,10119.34,22559.8892,19467.48824,0.229142969,0.235518057,-1405.551
388,5/27/2021,B3,WT,150,19012.697,20538.053,3667.396,3849.906,162.24,7429.635,8063.125,16965.60907,15657.34647,0.226924125,0.23422845,-633.49
389,5/27/2021,B3,WT,150,33215.328,32934.148,6443.701,6295.925,361.66,12135.72,12108.163,27296.75678,27494.37967,0.230647364,0.234364298,27.557
391,5/27/2021,B3,WT,150,12161.235,12541.907,3003.236,3072.843,236.6,4814.35,4966.421,9969.68022,9654.79342,0.308218813,0.311061653,-152.071
392,5/27/2021,B3,WT,150,13981.044,14839.794,2921.25,3092.809,114.92,5434.897,5765.015,12105.25238,11400.15107,0.255493145,0.256246604,-330.118
393,5/27/2021,B3,WT,150,29324.801,29901.688,5055.087,5108.413,135.2,11173.263,11451.763,25018.39414,24522.68492,0.204186287,0.206139214,-278.5
394,5/27/2021,B3,WT,150,12172.596,12297.139,3203.755,3219.17,158.86,4799.138,4857.638,9668.02768,9562.76963,0.332970706,0.335023756,-58.5
395,5/27/2021,B3,WT,150,14698.03,15483.879,3248.258,3422.955,111.54,5366.682,5648.394,12596.51799,11956.78368,0.27173819,0.271666536,-281.712
396,5/27/2021,B3,WT,150,11510.121,12325.712,2748.985,2941.121,111.54,4568.955,4908,9834.39787,9185.0575,0.299064675,0.299288818,-339.045
397,5/27/2021,B3,WT,150,19834.963,23109.795,3927.579,4223.813,180.83,7586.43,8806.355,19197.96666,16311.92443,0.220013561,0.240779622,-1219.925
398,5/27/2021,B3,WT,150,19161.5,21200.922,4286.271,4490.048,280.54,7510.332,8332.283,17238.06279,15462.81329,0.260472888,0.277198652,-821.951
399,5/27/2021,B3,WT,150,34102.93,36201.309,5533.616,5768.667,370.11,12886.401,13684.809,30543.80178,28721.69733,0.188865389,0.192663266,-798.408
400,5/27/2021,B3,WT,150,13324.086,13667.556,2699.642,2772.42,136.89,5422.975,5610.407,11132.19607,10862.91049,0.2490452,0.248519216,-187.432
401,5/27/2021,B3,WT,150,35904.02,36906.98,6132.214,6132.429,165.62,13407.725,13798.49,31035.07953,30106.47883,0.19759669,0.203684198,-390.765
402,5/27/2021,B3,WT,150,19007.148,20763.402,3189.955,3455.299,113.23,7600.12,8272.791,17360.26324,15872.44905,0.199034943,0.200974342,-672.671
404,5/27/2021,B3,WT,150,15811.191,16556.951,3183.685,3293.363,246.74,6071.253,6336.486,13607.53627,12970.29988,0.242024929,0.245459629,-265.233
406,5/27/2021,B3,WT,150,21884.195,22778.184,3951.451,4030.842,138.58,8570.293,8972.609,18937.04203,18161.5703,0.21285489,0.217572101,-402.316
407,5/27/2021,B3,WT,150,14616.446,14677.262,3392.438,3376.354,219.7,6129.992,6205.392,11708.7699,11653.75538,0.28836112,0.291102558,-75.4
408,5/27/2021,B3,WT,150,18485.65,19675.66,3392.82,3535.4,169,7152.78,7567.47,16364.0787,15328.4272,0.216046382,0.221341691,-414.69
409,5/27/2021,B3,WT,150,18822.232,19558.537,3668.073,3775.087,116.61,7546.319,7870.681,16062.3115,15444.3527,0.23502763,0.23750254,-324.362
410,5/27/2021,B3,WT,150,28080.395,28882.857,4871.109,4980.784,790.92,11091.942,11388.784,24079.17252,23391.23825,0.206850298,0.208245025,-296.842
411,5/27/2021,B3,WT,150,20240.539,20817.197,3529.633,3639.556,197.73,8264.248,8537.496,17266.10808,16799.62639,0.210791916,0.210101875,-273.248
412,5/27/2021,B3,WT,150,13578.007,13867.5,2779.746,2845.757,763.88,5633.007,5764.354,11264.02153,11034.47029,0.252641296,0.251914766,-131.347
413,5/27/2021,B3,WT,150,28542.896,29804.508,5039.39,5197.176,229.84,10745.64,11196.052,24922.75484,23830.3477,0.208531362,0.211469428,-450.412
414,5/27/2021,B3,WT,150,19182.016,19785.016,3815.177,3972.662,229.84,7471.816,7735.654,16209.73088,15740.32715,0.245078837,0.242382319,-263.838
415,5/27/2021,B3,WT,150,13467.564,15217.79,2419.968,2881.661,104.78,5698.984,6470.597,12461.09624,11102.174,0.231252608,0.217972444,-771.613
417,5/27/2021,B3,WT,150,14370.927,15277.017,2850.333,2961.382,207.87,5309.415,5670.537,12630.08251,11851.46166,0.234470519,0.240504765,-361.122
418,5/27/2021,B3,WT,150,12427.856,12118.613,2877.909,2849.818,223.08,5601.992,5474.379,9568.07745,9838.18575,0.29784646,0.292524361,127.613
420,5/27/2021,B3,WT,150,17077.408,20800.455,3252.136,3621.97,111.54,6202.697,7568.879,17442.72389,14175.26349,0.207649334,0.229423319,-1366.182
421,5/27/2021,B3,WT,150,23455.27,23727.594,4451.613,4445.91,187.59,9331.883,9505.648,19565.18858,19322.85734,0.227235735,0.230380679,-173.765
422,5/27/2021,B3,WT,150,27929.029,29779.029,4969.286,5047.6,118.3,10101.086,10755.3,25060.294,23376.10108,0.201418228,0.212579762,-654.214
