Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
82,1.13510096E-02,3.28045338E-02,-4.58495141E-05,-1.35604831E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0083.tif
83,1.13571651E-02,3.28300707E-02,-3.96940309E-05,-1.10068235E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0084.tif
84,1.13663233E-02,3.28543745E-02,-3.05358412E-05,-8.57632913E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0085.tif
85,1.13657644E-02,3.28516252E-02,-3.10947628E-05,-8.85114350E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0086.tif
86,1.13591897E-02,3.28327082E-02,-3.76694342E-05,-1.07431624E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0087.tif
87,1.13525508E-02,3.28168012E-02,-4.43083670E-05,-1.23340826E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0088.tif
88,1.13697305E-02,3.28603759E-02,-2.71285947E-05,-7.97602115E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0089.tif
89,1.13695606E-02,3.28608081E-02,-2.72985568E-05,-7.93284053E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0090.tif
90,1.13562259E-02,3.28182913E-02,-4.06332051E-05,-1.21848083E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0091.tif
91,1.13524391E-02,3.28072831E-02,-4.44200315E-05,-1.32857327E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0092.tif
92,1.13786537E-02,3.28843631E-02,-1.82054613E-05,-5.57714666E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0093.tif
93,1.13645283E-02,3.28464247E-02,-3.23308678E-05,-9.37121149E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0094.tif
94,1.13620293E-02,3.28317545E-02,-3.48298181E-05,-1.08387350E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0095.tif
95,1.13723644E-02,3.28701660E-02,-2.44946951E-05,-6.99719458E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0096.tif
96,1.13685747E-02,3.28600407E-02,-2.82843848E-05,-8.00980779E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0097.tif
97,1.13551635E-02,3.28213796E-02,-4.16956576E-05,-1.18760290E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0098.tif
98,1.13611045E-02,3.28336842E-02,-3.57545874E-05,-1.06455060E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0099.tif
99,1.13613340E-02,3.28384228E-02,-3.55251557E-05,-1.01714671E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0100.tif
100,1.13747099E-02,3.28756161E-02,-2.21492526E-05,-6.45250693E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0101.tif
101,1.13541294E-02,3.28149647E-02,-4.27296941E-05,-1.25175968E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0102.tif
102,1.13625150E-02,3.28433625E-02,-3.43441355E-05,-9.67745509E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0103.tif
103,1.13538953E-02,3.28155309E-02,-4.29638381E-05,-1.24606711E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0104.tif
104,1.13571572E-02,3.28217931E-02,-3.97019674E-05,-1.18345772E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0105.tif
105,1.13715084E-02,3.28691565E-02,-2.53507765E-05,-7.09798187E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0106.tif
106,1.13716163E-02,3.28730717E-02,-2.52428199E-05,-6.70694790E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0107.tif
107,1.13610387E-02,3.28371003E-02,-3.58204416E-05,-1.03038212E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0108.tif
108,1.13590988E-02,3.28338183E-02,-3.77603388E-05,-1.06316504E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0109.tif
