Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
69,1.14078522E-02,3.29754129E-02,-5.71316585E-05,-1.62874654E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0070.tif
70,1.14053282E-02,3.29665765E-02,-5.96556521E-05,-1.71709107E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0071.tif
71,1.14174980E-02,3.30037810E-02,-4.74858458E-05,-1.34500413E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0072.tif
72,1.14131321E-02,3.29894125E-02,-5.18517382E-05,-1.48873602E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0073.tif
73,1.13970679E-02,3.29411514E-02,-6.79159851E-05,-1.97131289E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0074.tif
74,1.14071650E-02,3.29702683E-02,-5.78188670E-05,-1.68015904E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0075.tif
75,1.14028161E-02,3.29574943E-02,-6.21677582E-05,-1.80788818E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0076.tif
76,1.13951892E-02,3.29412445E-02,-6.97946730E-05,-1.97042042E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0077.tif
77,1.14036214E-02,3.29608917E-02,-6.13624307E-05,-1.77393304E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0078.tif
78,1.14047422E-02,3.29686403E-02,-6.02416861E-05,-1.69647232E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0079.tif
79,1.14085501E-02,3.29830088E-02,-5.64338238E-05,-1.55275717E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0080.tif
80,1.14068294E-02,3.29729617E-02,-5.81544493E-05,-1.65321369E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0081.tif
81,1.14143155E-02,3.29855569E-02,-5.06684108E-05,-1.52724795E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0082.tif
82,1.14068531E-02,3.29724886E-02,-5.81307391E-05,-1.65797537E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0083.tif
83,1.13952251E-02,3.29366326E-02,-6.97587749E-05,-2.01650691E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0084.tif
84,1.14299179E-02,3.30431275E-02,-3.50660269E-05,-9.51591501E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0085.tif
85,1.14011387E-02,3.29544358E-02,-6.38451973E-05,-1.83847631E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0086.tif
86,1.14061120E-02,3.29691917E-02,-5.88718346E-05,-1.69091320E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0087.tif
87,1.14041355E-02,3.29626463E-02,-6.08484359E-05,-1.75640002E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0088.tif
88,1.13986441E-02,3.29452306E-02,-6.63397587E-05,-1.93056228E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0089.tif
89,1.14077509E-02,3.29740234E-02,-5.72329984E-05,-1.64261044E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0090.tif
90,1.14054308E-02,3.29667218E-02,-5.95530445E-05,-1.71560256E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0091.tif
91,1.14208828E-02,3.30159664E-02,-4.41010538E-05,-1.22318044E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0092.tif
92,1.14233749E-02,3.30221504E-02,-4.16089452E-05,-1.16133546E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0093.tif
93,1.14311361E-02,3.30360308E-02,-3.38478144E-05,-1.02254882E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0094.tif
94,1.14029668E-02,3.29571180E-02,-6.20170333E-05,-1.81167707E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0095.tif
95,1.14116042E-02,3.29797603E-02,-5.33796404E-05,-1.58522700E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0096.tif
96,1.14241071E-02,3.30278762E-02,-4.08767640E-05,-1.10407804E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0097.tif
97,1.14069926E-02,3.29694487E-02,-5.79913118E-05,-1.68836341E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0098.tif
98,1.14021035E-02,3.29533219E-02,-6.28803398E-05,-1.84963341E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0099.tif
99,1.14168713E-02,3.30024660E-02,-4.81125534E-05,-1.35816357E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0100.tif
100,1.14197710E-02,3.30078863E-02,-4.52128639E-05,-1.30396322E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0101.tif
101,1.14099989E-02,3.29826921E-02,-5.49849424E-05,-1.55590998E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0102.tif
102,1.14263136E-02,3.30203809E-02,-3.86702714E-05,-1.17902731E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0103.tif
103,1.14281072E-02,3.30297761E-02,-3.68766848E-05,-1.08509252E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0104.tif
104,1.14105092E-02,3.29870917E-02,-5.44747022E-05,-1.51193686E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0105.tif
105,1.14173085E-02,3.29997838E-02,-4.76753743E-05,-1.38501637E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0106.tif
106,1.14231618E-02,3.30156051E-02,-4.18220791E-05,-1.22677986E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0107.tif
107,1.14343516E-02,3.30496468E-02,-3.06322198E-05,-8.86370472E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0108.tif
108,1.14232013E-02,3.30164172E-02,-4.17825908E-05,-1.21870071E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0109.tif
109,1.14403360E-02,3.30719464E-02,-2.46478731E-05,-6.63398314E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0110.tif
