idr,N,sol,conc,unit,E_f_mean,E_f_err,E_f_sim,E_f_sim_q1,E_f_sim_q3,R_g_mean,R_g_err,R_g_sim,R_g_sim_q1,R_g_sim_q3
GS32,64,Urea,0.5,M,0.344720537,0.004565677,,,,,,,,
GS32,64,Urea,0.75,M,0.316500393,0.004017318,,,,,,,,
GS32,64,Urea,1,M,0.297753984,0.004488567,,,,,,,,
GS32,64,Urea,1.25,M,0.275822632,0.004234241,,,,,,,,
GS32,64,Urea,1.5,M,0.262595257,0.006204459,,,,,,,,
GS32,64,Sucrose,0,M,0.409820507,0.007913282,,,,,,,,
GS32,64,Sucrose,0.126182965,M,0.385855784,0.010109457,,,,,,,,
GS32,64,Sucrose,0.252365931,M,0.369466966,0.011349797,,,,,,,,
GS32,64,Sucrose,0.378548896,M,0.355888515,0.0105439,,,,,,,,
GS32,64,Sucrose,0.504731861,M,0.343361168,0.008644308,,,,,,,,
GS32,64,Sucrose,0.630914826,M,0.3390687,0.009703433,,,,,,,,
GS32,64,Sucrose,0.757097792,M,0.333547526,0.008938664,,,,,,,,
GS32,64,Ficoll,0,mono M,0.409820507,0.007913282,,,,,,,,
GS32,64,Ficoll,0.126182965,mono M,0.42659222,0.004797987,,,,,,,,
GS32,64,Ficoll,0.252365931,mono M,0.469572403,0.004165422,,,,,,,,
GS32,64,Ficoll,0.378548896,mono M,0.508952983,0.00419475,,,,,,,,
GS32,64,Ficoll,0.504731861,mono M,0.55048105,0.006220885,,,,,,,,
GS32,64,Ficoll,0.630914826,mono M,0.589800584,0.004925048,,,,,,,,
GS32,64,Ficoll,0.757097792,mono M,0.624847362,0.003577939,,,,,,,,
GS32,64,EG,0,M,0.409820507,0.007913282,,,,,,,,
GS32,64,EG,0.663349917,M,0.403405896,0.011152236,,,,,,,,
GS32,64,EG,1.326699834,M,0.408634168,0.013990801,,,,,,,,
GS32,64,EG,1.990049751,M,0.409920386,0.015867193,,,,,,,,
GS32,64,EG,2.653399668,M,0.410880603,0.017429043,,,,,,,,
GS32,64,EG,3.316749585,M,0.4076858,0.017182935,,,,,,,,
GS32,64,EG,3.980099502,M,0.398245106,0.013907329,,,,,,,,
GS32,64,PEG400,0,mono M,0.409820507,0.007913282,,,,,,,,
GS32,64,PEG400,0.663349917,mono M,0.393481649,0.008083802,,,,,,,,
GS32,64,PEG400,1.326699834,mono M,0.397513886,0.009626163,,,,,,,,
GS32,64,PEG400,1.990049751,mono M,0.403068901,0.011185976,,,,,,,,
GS32,64,PEG400,2.653399668,mono M,0.409935153,0.010894621,,,,,,,,
GS32,64,PEG400,3.316749585,mono M,0.417086478,0.008792717,,,,,,,,
GS32,64,PEG400,3.980099502,mono M,0.419970219,0.005906387,,,,,,,,
GS32,64,PEG2000,0,mono M,0.409820507,0.007913282,,,,,,,,
GS32,64,PEG2000,0.663349917,mono M,0.426954268,0.007500737,,,,,,,,
GS32,64,PEG2000,1.326699834,mono M,0.453940812,0.009254743,,,,,,,,
GS32,64,PEG2000,1.990049751,mono M,0.479577392,0.01016877,,,,,,,,
GS32,64,PEG2000,2.653399668,mono M,0.505182514,0.010593169,,,,,,,,
GS32,64,PEG2000,3.316749585,mono M,0.529958125,0.008350733,,,,,,,,
GS32,64,PEG2000,3.980099502,mono M,0.564579768,0.006297337,,,,,,,,
GS32,64,PEG8000,0,mono M,0.409820507,0.007913282,,,,,,,,
GS32,64,PEG8000,0.663349917,mono M,0.443241412,0.005472929,,,,,,,,
GS32,64,PEG8000,1.326699834,mono M,0.485948617,0.004935327,,,,,,,,
GS32,64,PEG8000,1.990049751,mono M,0.516523154,0.005209323,,,,,,,,
GS32,64,PEG8000,2.653399668,mono M,0.570341915,0.014173776,,,,,,,,
GS32,64,PEG8000,3.316749585,mono M,0.820542038,0.027149461,,,,,,,,
GS32,64,PEG8000,3.980099502,mono M,0.956157325,0.003092852,,,,,,,,
GS32,64,Sarcosine,0,M,0.409820507,0.007913282,,,,,,,,
GS32,64,Sarcosine,0.484848485,M,0.414004381,0.002542228,,,,,,,,
GS32,64,Sarcosine,0.96969697,M,0.439642742,0.001917232,,,,,,,,
GS32,64,Sarcosine,1.454545455,M,0.473789362,0.004710973,,,,,,,,
GS32,64,Sarcosine,1.939393939,M,0.520263284,0.003576358,,,,,,,,
GS32,64,Sarcosine,2.424242424,M,0.56930977,0.002789836,,,,,,,,
GS32,64,Sarcosine,2.909090909,M,0.625221351,0.001776296,,,,,,,,
GS32,64,GuHCl,0,M,0.409820507,0.007913282,,,,,,,,
GS32,64,GuHCl,0.25,M,0.316857145,0.004275205,,,,,,,,
GS32,64,GuHCl,0.5,M,0.274312178,0.004408013,,,,,,,,
GS32,64,GuHCl,0.75,M,0.245473054,0.004041326,,,,,,,,
GS32,64,GuHCl,1,M,0.219632931,0.003736699,,,,,,,,
GS32,64,GuHCl,1.25,M,0.201127647,0.004804251,,,,,,,,
GS32,64,GuHCl,1.5,M,0.186931343,0.004832528,,,,,,,,
GS32,64,NaCl,0,M,0.506549978,0.001708209,,,,,,,,
GS32,64,NaCl,0.25,M,0.391343929,0.011634899,,,,,,,,
GS32,64,NaCl,0.5,M,0.377660455,0.000732238,,,,,,,,
GS32,64,NaCl,0.75,M,0.394352596,0.001754269,,,,,,,,
GS32,64,NaCl,1,M,0.425551872,7.53E-05,,,,,,,,
GS32,64,NaCl,1.25,M,0.453441495,0.001672873,,,,,,,,
GS32,64,NaCl,1.5,M,0.501939181,0.003131158,,,,,,,,
GS32,64,KCl,0,M,0.506549978,0.001708209,,,,,,,,
GS32,64,KCl,0.25,M,0.384287587,0.002988833,,,,,,,,
GS32,64,KCl,0.5,M,0.385537932,0.004410621,,,,,,,,
GS32,64,KCl,0.75,M,0.410894826,0.005803244,,,,,,,,
GS32,64,KCl,1,M,0.44033922,0.009027489,,,,,,,,
GS32,64,KCl,1.25,M,0.471504332,0.009231717,,,,,,,,
GS32,64,KCl,1.5,M,0.512526317,0.013412977,,,,,,,,
GS48,96,Buffer (standard),0,,0.308999169,0.004806794,0.198291673,0.62576196,0.06439508,42.19,0.734846923,42.71997562,34.69359358,49.12610576
GS48,96,Buffer (no NaCl),0,,0.380564716,0.016805752,,,,,,,,
GS48,96,Glycine,0,M,0.308999169,0.004806794,,,,,,,,
GS48,96,Glycine,0.287769784,M,0.302765248,0.000626015,,,,,,,,
GS48,96,Glycine,0.575539568,M,0.310166003,0.001037079,,,,,,,,
GS48,96,Glycine,0.863309353,M,0.324265112,0.000792579,,,,,,,,
GS48,96,Glycine,1.151079137,M,0.347572671,0.002115009,,,,,,,,
GS48,96,Glycine,1.438848921,M,0.368566344,8.04E-05,,,,,,,,
GS48,96,Glycine,1.726618705,M,0.400435474,0.00132175,,,,,,,,
GS48,96,Urea,0,M,0.308999169,0.004806794,,,,,,,,
GS48,96,Urea,0.25,M,0.271897864,0.001608277,,,,,,,,
GS48,96,Urea,0.5,M,0.24656956,0.000227659,,,,,,,,
GS48,96,Urea,0.75,M,0.2240344,0.002526338,,,,,,,,
GS48,96,Urea,1,M,0.207993733,0.002584791,,,,,,,,
GS48,96,Urea,1.25,M,0.191375057,0.001829234,,,,,,,,
GS48,96,Urea,1.5,M,0.180591479,0.002256322,,,,,,,,
GS48,96,Sucrose,0,M,0.308999169,0.004806794,,,,,,,,
GS48,96,Sucrose,0.126182965,M,0.282673463,0.002865308,,,,,,,,
GS48,96,Sucrose,0.252365931,M,0.267818385,0.000745723,,,,,,,,
GS48,96,Sucrose,0.378548896,M,0.258998143,0.002786831,,,,,,,,
GS48,96,Sucrose,0.504731861,M,0.247322537,0.001091727,,,,,,,,
GS48,96,Sucrose,0.630914826,M,0.240006202,0.003528068,,,,,,,,
GS48,96,Sucrose,0.757097792,M,0.232280254,0.00173454,,,,,,,,
GS48,96,Ficoll,0,mono M,0.308999169,0.004806794,,,,,,,,
GS48,96,Ficoll,0.126182965,mono M,0.324246115,0.000402167,,,,,,,,
GS48,96,Ficoll,0.252365931,mono M,0.370715091,0.000597359,,,,,,,,
GS48,96,Ficoll,0.378548896,mono M,0.413376391,7.25E-05,,,,,,,,
GS48,96,Ficoll,0.504731861,mono M,0.455700161,0.005675451,,,,,,,,
GS48,96,Ficoll,0.630914826,mono M,0.500063484,0.00252592,,,,,,,,
GS48,96,Ficoll,0.757097792,mono M,0.547629164,0.002872681,,,,,,,,
GS48,96,EG,0,M,0.308999169,0.004806794,,,,,,,,
GS48,96,EG,0.663349917,M,0.30359747,0.002051138,,,,,,,,
GS48,96,EG,1.326699834,M,0.310721857,0.003070269,,,,,,,,
GS48,96,EG,1.990049751,M,0.314213058,0.002260911,,,,,,,,
GS48,96,EG,2.653399668,M,0.315956009,0.002586365,,,,,,,,
GS48,96,EG,3.316749585,M,0.311680939,0.002788133,,,,,,,,
GS48,96,EG,3.980099502,M,0.30215422,0.002579446,,,,,,,,
GS48,96,PEG400,0,mono M,0.308999169,0.004806794,,,,,,,,
GS48,96,PEG400,0.663349917,mono M,0.295727848,0.00112312,,,,,,,,
GS48,96,PEG400,1.326699834,mono M,0.30237044,0.001357086,,,,,,,,
GS48,96,PEG400,1.990049751,mono M,0.310298197,0.001752306,,,,,,,,
GS48,96,PEG400,2.653399668,mono M,0.319954984,0.002318434,,,,,,,,
GS48,96,PEG400,3.316749585,mono M,0.327456884,0.001631746,,,,,,,,
GS48,96,PEG400,3.980099502,mono M,0.333568119,0.002358622,,,,,,,,
GS48,96,PEG2000,0,mono M,0.308999169,0.004806794,,,,,,,,
GS48,96,PEG2000,0.663349917,mono M,0.328796871,0.001647198,,,,,,,,
GS48,96,PEG2000,1.326699834,mono M,0.361901913,0.000899465,,,,,,,,
GS48,96,PEG2000,1.990049751,mono M,0.393445203,0.000600579,,,,,,,,
GS48,96,PEG2000,2.653399668,mono M,0.423230799,0.001688869,,,,,,,,
GS48,96,PEG2000,3.316749585,mono M,0.456217733,0.001350214,,,,,,,,
GS48,96,PEG2000,3.980099502,mono M,0.510288321,0.000928813,,,,,,,,
GS48,96,PEG8000,0,mono M,0.308999169,0.004806794,,,,,,,,
GS48,96,PEG8000,0.663349917,mono M,0.343786591,3.04E-06,,,,,,,,
GS48,96,PEG8000,1.326699834,mono M,0.390157569,0.000913952,,,,,,,,
GS48,96,PEG8000,1.990049751,mono M,0.430669403,0.000155013,,,,,,,,
GS48,96,PEG8000,2.653399668,mono M,0.526987405,0.000220545,,,,,,,,
GS48,96,PEG8000,3.316749585,mono M,0.82330077,0.000408084,,,,,,,,
GS48,96,PEG8000,3.980099502,mono M,0.899162415,0.000741299,,,,,,,,
GS48,96,Sarcosine,0,M,0.308999169,0.004806794,,,,,,,,
GS48,96,Sarcosine,0.484848485,M,0.302934205,0.001042792,,,,,,,,
GS48,96,Sarcosine,0.96969697,M,0.324591304,0.000639221,,,,,,,,
GS48,96,Sarcosine,1.454545455,M,0.354782174,0.000493823,,,,,,,,
GS48,96,Sarcosine,1.939393939,M,0.396904281,0.001343038,,,,,,,,
GS48,96,Sarcosine,2.424242424,M,0.448984652,0.00093615,,,,,,,,
GS48,96,Sarcosine,2.909090909,M,0.503909016,0.002128839,,,,,,,,
GS48,96,GuHCl,0,M,0.308999169,0.004806794,,,,,,,,
GS48,96,GuHCl,0.25,M,0.22381248,0.002707552,,,,,,,,
GS48,96,GuHCl,0.5,M,0.188008759,0.000875756,,,,,,,,
GS48,96,GuHCl,0.75,M,0.16696369,0.00249212,,,,,,,,
GS48,96,GuHCl,1,M,0.146916154,0.000389733,,,,,,,,
GS48,96,GuHCl,1.25,M,0.132276538,0.000959952,,,,,,,,
GS48,96,GuHCl,1.5,M,0.120248333,0.003875235,,,,,,,,
GS48,96,NaCl,0,M,0.380564716,0.016805752,,,,,,,,
GS48,96,NaCl,0.25,M,0.27836164,0.000596756,,,,,,,,
GS48,96,NaCl,0.5,M,0.285930834,0.003434099,,,,,,,,
GS48,96,NaCl,0.75,M,0.330862274,0.028482679,,,,,,,,
GS48,96,NaCl,1,M,0.347141378,0.015116337,,,,,,,,
GS48,96,NaCl,1.25,M,0.354242278,0.000190924,,,,,,,,
GS48,96,NaCl,1.5,M,0.394092024,0.007515004,,,,,,,,
GS48,96,KCl,0,M,0.380564716,0.016805752,,,,,,,,
GS48,96,KCl,0.25,M,0.284915285,0.003662153,,,,,,,,
GS48,96,KCl,0.5,M,0.289962184,0.002904814,,,,,,,,
GS48,96,KCl,0.75,M,0.341335586,0.021765813,,,,,,,,
GS48,96,KCl,1,M,0.355350953,0.007081954,,,,,,,,
GS48,96,KCl,1.25,M,0.369050851,0.008469657,,,,,,,,
GS48,96,KCl,1.5,M,0.412224854,0.00251971,,,,,,,,
PUMA WT,34,Buffer (standard),0,,0.649953256,0.0055387,,,,31.85,0.387298335,,,
PUMA WT,34,Buffer (no NaCl),0,,0.738867017,0.005474903,,,,,,,,
PUMA WT,34,Glycine,0,M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,Glycine,0.287769784,M,0.662135292,0.005571912,,,,,,,,
PUMA WT,34,Glycine,0.575539568,M,0.68593098,0.004179745,,,,,,,,
PUMA WT,34,Glycine,0.863309353,M,0.716399623,0.010029424,,,,,,,,
PUMA WT,34,Glycine,1.151079137,M,0.750465008,0.007262462,,,,,,,,
PUMA WT,34,Glycine,1.438848921,M,0.782479568,0.009117907,,,,,,,,
PUMA WT,34,Glycine,1.726618705,M,0.813338114,0.006836884,,,,,,,,
PUMA WT,34,Urea,0,M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,Urea,0.25,M,0.61108043,0.00705133,,,,,,,,
PUMA WT,34,Urea,0.5,M,0.575187913,0.010745626,,,,,,,,
PUMA WT,34,Urea,0.75,M,0.535070298,0.011492975,,,,,,,,
PUMA WT,34,Urea,1,M,0.50161712,0.012081591,,,,,,,,
PUMA WT,34,Urea,1.25,M,0.456869875,0.01230999,,,,,,,,
PUMA WT,34,Urea,1.5,M,0.437005071,0.008041586,,,,,,,,
PUMA WT,34,Sucrose,0,M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,Sucrose,0.126182965,M,0.634072479,0.004951947,,,,,,,,
PUMA WT,34,Sucrose,0.252365931,M,0.626554842,0.00474306,,,,,,,,
PUMA WT,34,Sucrose,0.378548896,M,0.622036411,0.007064376,,,,,,,,
PUMA WT,34,Sucrose,0.504731861,M,0.61763121,0.001098824,,,,,,,,
PUMA WT,34,Sucrose,0.630914826,M,0.619617974,0.001385032,,,,,,,,
PUMA WT,34,Sucrose,0.757097792,M,0.620839107,0.002667651,,,,,,,,
PUMA WT,34,Ficoll,0,mono M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,Ficoll,0.126182965,mono M,0.668749684,0.000453246,,,,,,,,
PUMA WT,34,Ficoll,0.252365931,mono M,0.711287343,0.009478285,,,,,,,,
PUMA WT,34,Ficoll,0.378548896,mono M,0.751361707,0.020684982,,,,,,,,
PUMA WT,34,Ficoll,0.504731861,mono M,0.792350915,0.025971168,,,,,,,,
PUMA WT,34,Ficoll,0.630914826,mono M,0.837798363,0.030962182,,,,,,,,
PUMA WT,34,Ficoll,0.757097792,mono M,0.895798069,0.055850133,,,,,,,,
PUMA WT,34,EG,0,M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,EG,0.663349917,M,0.648084867,0.003978861,,,,,,,,
PUMA WT,34,EG,1.326699834,M,0.657136154,0.002029552,,,,,,,,
PUMA WT,34,EG,1.990049751,M,0.662675898,0.000782103,,,,,,,,
PUMA WT,34,EG,2.653399668,M,0.666922835,0.002879196,,,,,,,,
PUMA WT,34,EG,3.316749585,M,0.663141296,0.002486821,,,,,,,,
PUMA WT,34,EG,3.980099502,M,0.653201778,0.001869777,,,,,,,,
PUMA WT,34,PEG400,0,mono M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,PEG400,0.663349917,mono M,0.628539631,0.00242787,,,,,,,,
PUMA WT,34,PEG400,1.326699834,mono M,0.628075403,0.002915025,,,,,,,,
PUMA WT,34,PEG400,1.990049751,mono M,0.633811031,0.010968525,,,,,,,,
PUMA WT,34,PEG400,2.653399668,mono M,0.646279744,0.023169583,,,,,,,,
PUMA WT,34,PEG400,3.316749585,mono M,0.657067271,0.033807135,,,,,,,,
PUMA WT,34,PEG400,3.980099502,mono M,0.665374821,0.045382445,,,,,,,,
PUMA WT,34,PEG2000,0,mono M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,PEG2000,0.663349917,mono M,0.657055215,0.000782316,,,,,,,,
PUMA WT,34,PEG2000,1.326699834,mono M,0.687493564,0.012724488,,,,,,,,
PUMA WT,34,PEG2000,1.990049751,mono M,0.762142937,0.04695735,,,,,,,,
PUMA WT,34,PEG2000,2.653399668,mono M,0.852174617,0.066209914,,,,,,,,
PUMA WT,34,PEG2000,3.316749585,mono M,0.921235201,0.048734492,,,,,,,,
PUMA WT,34,PEG2000,3.980099502,mono M,0.95477259,0.036205452,,,,,,,,
PUMA WT,34,PEG8000,0,mono M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,PEG8000,0.663349917,mono M,0.655887703,0.006165284,,,,,,,,
PUMA WT,34,PEG8000,1.326699834,mono M,0.760285345,0.037102663,,,,,,,,
PUMA WT,34,PEG8000,1.990049751,mono M,0.888677176,0.041107813,,,,,,,,
PUMA WT,34,PEG8000,2.653399668,mono M,0.960233018,0.01289285,,,,,,,,
PUMA WT,34,PEG8000,3.316749585,mono M,0.989885931,0.008424856,,,,,,,,
PUMA WT,34,PEG8000,3.980099502,mono M,0.996497433,0.003501567,,,,,,,,
PUMA WT,34,Sarcosine,0,M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,Sarcosine,0.484848485,M,0.665238108,0.004837716,,,,,,,,
PUMA WT,34,Sarcosine,0.96969697,M,0.700211832,0.006877063,,,,,,,,
PUMA WT,34,Sarcosine,1.454545455,M,0.736563058,0.009399144,,,,,,,,
PUMA WT,34,Sarcosine,1.939393939,M,0.779272193,0.008310304,,,,,,,,
PUMA WT,34,Sarcosine,2.424242424,M,0.814989495,0.007013608,,,,,,,,
PUMA WT,34,Sarcosine,2.909090909,M,0.844345745,0.003317726,,,,,,,,
PUMA WT,34,GuHCl,0,M,0.649953256,0.0055387,,,,,,,,
PUMA WT,34,GuHCl,0.25,M,0.527636629,0.020590044,,,,,,,,
PUMA WT,34,GuHCl,0.5,M,0.423786799,0.012031084,,,,,,,,
PUMA WT,34,GuHCl,0.75,M,0.358402666,0.00912777,,,,,,,,
PUMA WT,34,GuHCl,1,M,0.314118334,0.007249823,,,,,,,,
PUMA WT,34,GuHCl,1.25,M,0.27761888,0.008724432,,,,,,,,
PUMA WT,34,GuHCl,1.5,M,0.252132244,0.003859277,,,,,,,,
PUMA WT,34,NaCl,0,M,0.738867017,0.005474903,,,,,,,,
PUMA WT,34,NaCl,0.25,M,0.607137911,0.016480685,,,,,,,,
PUMA WT,34,NaCl,0.5,M,0.578867733,0.018409784,,,,,,,,
PUMA WT,34,NaCl,0.75,M,0.578761523,0.015224046,,,,,,,,
PUMA WT,34,NaCl,1,M,0.590445696,0.010627882,,,,,,,,
PUMA WT,34,NaCl,1.25,M,0.60229733,0.008560253,,,,,,,,
PUMA WT,34,NaCl,1.5,M,0.637915399,0.006745772,,,,,,,,
PUMA WT,34,KCl,0,M,0.738867017,0.005474903,,,,,,,,
PUMA WT,34,KCl,0.25,M,0.612727662,0.01659163,,,,,,,,
PUMA WT,34,KCl,0.5,M,0.594940745,0.016815454,,,,,,,,
PUMA WT,34,KCl,0.75,M,0.610201846,0.015967301,,,,,,,,
PUMA WT,34,KCl,1,M,0.635349366,0.015953707,,,,,,,,
PUMA WT,34,KCl,1.25,M,0.652415191,0.008669832,,,,,,,,
PUMA WT,34,KCl,1.5,M,0.672814894,0.010350206,,,,,,,,
PUMA S1,34,Buffer (standard),0,,0.534663943,0.005450312,,,,34.83,0.469041576,,,
PUMA S1,34,Buffer (no NaCl),0,,0.631848415,0.010421663,,,,,,,,
PUMA S1,34,Glycine,0,M,0.534663943,0.005450312,,,,,,,,
PUMA S1,34,Glycine,0.287769784,M,0.537689134,0.002983488,,,,,,,,
PUMA S1,34,Glycine,0.575539568,M,0.560235538,0.001896859,,,,,,,,
PUMA S1,34,Glycine,0.863309353,M,0.587361386,0.002304104,,,,,,,,
PUMA S1,34,Glycine,1.151079137,M,0.628553387,0.003937584,,,,,,,,
PUMA S1,34,Glycine,1.438848921,M,0.663834469,0.004018141,,,,,,,,
PUMA S1,34,Glycine,1.726618705,M,0.701908936,0.002110552,,,,,,,,
PUMA S1,34,Urea,0,M,0.534663943,0.005450312,,,,,,,,
PUMA S1,34,Urea,0.25,M,0.4843954,0.000644347,,,,,,,,
PUMA S1,34,Urea,0.5,M,0.448474289,0.003090628,,,,,,,,
PUMA S1,34,Urea,0.75,M,0.412235107,0.00372276,,,,,,,,
PUMA S1,34,Urea,1,M,0.382922508,0.002277374,,,,,,,,
PUMA S1,34,Urea,1.25,M,0.353874539,0.000994919,,,,,,,,
PUMA S1,34,Urea,1.5,M,0.332042888,0.003180654,,,,,,,,
PUMA S1,34,Ficoll,0,mono M,0.534663943,0.005450312,,,,,,,,
PUMA S1,34,Ficoll,0.126182965,mono M,0.551009587,0.002601172,,,,,,,,
PUMA S1,34,Ficoll,0.252365931,mono M,0.591551852,0.00256032,,,,,,,,
PUMA S1,34,Ficoll,0.378548896,mono M,0.629029001,0.0045726,,,,,,,,
PUMA S1,34,Ficoll,0.504731861,mono M,0.666795576,0.002991303,,,,,,,,
PUMA S1,34,Ficoll,0.630914826,mono M,0.70403785,0.00027374,,,,,,,,
PUMA S1,34,Ficoll,0.757097792,mono M,0.742012102,0.008714402,,,,,,,,
PUMA S1,34,PEG2000,0,mono M,0.534663943,0.005450312,,,,,,,,
PUMA S1,34,PEG2000,0.663349917,mono M,0.54339586,0.002489229,,,,,,,,
PUMA S1,34,PEG2000,1.326699834,mono M,0.566019465,0.002489169,,,,,,,,
PUMA S1,34,PEG2000,1.990049751,mono M,0.585396653,0.005905945,,,,,,,,
PUMA S1,34,PEG2000,2.653399668,mono M,0.597837587,0.009495837,,,,,,,,
PUMA S1,34,PEG2000,3.316749585,mono M,0.616338127,0.007597254,,,,,,,,
PUMA S1,34,PEG2000,3.980099502,mono M,0.635150296,0.017700458,,,,,,,,
PUMA S1,34,Sarcosine,0,M,0.534663943,0.005450312,,,,,,,,
PUMA S1,34,Sarcosine,0.484848485,M,0.549767411,0.001527401,,,,,,,,
PUMA S1,34,Sarcosine,0.96969697,M,0.59534115,0.001145679,,,,,,,,
PUMA S1,34,Sarcosine,1.454545455,M,0.641329887,0.000685482,,,,,,,,
PUMA S1,34,Sarcosine,1.939393939,M,0.693508109,0.002428803,,,,,,,,
PUMA S1,34,Sarcosine,2.424242424,M,0.738156879,0.006476806,,,,,,,,
PUMA S1,34,Sarcosine,2.909090909,M,0.773975061,0.007330586,,,,,,,,
PUMA S1,34,GuHCl,0,M,0.534663943,0.005450312,,,,,,,,
PUMA S1,34,GuHCl,0.25,M,0.42209948,0.004712119,,,,,,,,
PUMA S1,34,GuHCl,0.5,M,0.366564066,0.002795564,,,,,,,,
PUMA S1,34,GuHCl,0.75,M,0.330853879,0.003948405,,,,,,,,
PUMA S1,34,GuHCl,1,M,0.296504595,0.001562453,,,,,,,,
PUMA S1,34,GuHCl,1.25,M,0.275861445,0.002926012,,,,,,,,
